"GEO_ID","NAME","B19013_001E","B19013_001M"
"id","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2017 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2017 inflation-adjusted dollars)"
"1400000US24005980200","Census Tract 9802, Baltimore County, Maryland","-","**"
"1400000US24009860101","Census Tract 8601.01, Calvert County, Maryland","124706","17107"
"1400000US24009860102","Census Tract 8601.02, Calvert County, Maryland","84609","11432"
"1400000US24009860200","Census Tract 8602, Calvert County, Maryland","126859","9106"
"1400000US24009860300","Census Tract 8603, Calvert County, Maryland","128155","13242"
"1400000US24009860401","Census Tract 8604.01, Calvert County, Maryland","96875","9034"
"1400000US24009860402","Census Tract 8604.02, Calvert County, Maryland","92105","16119"
"1400000US24009860501","Census Tract 8605.01, Calvert County, Maryland","135369","8743"
"1400000US24009860502","Census Tract 8605.02, Calvert County, Maryland","100625","20919"
"1400000US24009860600","Census Tract 8606, Calvert County, Maryland","132682","18771"
"1400000US24009860701","Census Tract 8607.01, Calvert County, Maryland","88929","21370"
"1400000US24009860702","Census Tract 8607.02, Calvert County, Maryland","73550","10777"
"1400000US24009860703","Census Tract 8607.03, Calvert County, Maryland","95313","27724"
"1400000US24009860801","Census Tract 8608.01, Calvert County, Maryland","119831","16760"
"1400000US24009860802","Census Tract 8608.02, Calvert County, Maryland","86324","16884"
"1400000US24009860900","Census Tract 8609, Calvert County, Maryland","93454","4235"
"1400000US24009861001","Census Tract 8610.01, Calvert County, Maryland","130000","17590"
"1400000US24009861003","Census Tract 8610.03, Calvert County, Maryland","81068","11612"
"1400000US24009861004","Census Tract 8610.04, Calvert County, Maryland","85612","11233"
"1400000US24009990100","Census Tract 9901, Calvert County, Maryland","-","**"
"1400000US24011955000","Census Tract 9550, Caroline County, Maryland","45346","8537"
"1400000US24011955100","Census Tract 9551, Caroline County, Maryland","58281","10820"
"1400000US24011955201","Census Tract 9552.01, Caroline County, Maryland","51250","7633"
"1400000US24011955202","Census Tract 9552.02, Caroline County, Maryland","55795","13626"
"1400000US24011955301","Census Tract 9553.01, Caroline County, Maryland","70250","9174"
"1400000US24011955302","Census Tract 9553.02, Caroline County, Maryland","44589","3812"
"1400000US24011955400","Census Tract 9554, Caroline County, Maryland","56786","11748"
"1400000US24011955500","Census Tract 9555, Caroline County, Maryland","62891","6782"
"1400000US24011955600","Census Tract 9556, Caroline County, Maryland","36349","6696"
"1400000US24013501001","Census Tract 5010.01, Carroll County, Maryland","72222","3708"
"1400000US24013501002","Census Tract 5010.02, Carroll County, Maryland","75069","6111"
"1400000US24013502000","Census Tract 5020, Carroll County, Maryland","81723","14592"
"1400000US24013503000","Census Tract 5030, Carroll County, Maryland","82804","13947"
"1400000US24013504100","Census Tract 5041, Carroll County, Maryland","103958","12619"
"1400000US24013504201","Census Tract 5042.01, Carroll County, Maryland","105308","8974"
"1400000US24013504202","Census Tract 5042.02, Carroll County, Maryland","109280","17635"
"1400000US24013505101","Census Tract 5051.01, Carroll County, Maryland","127652","12495"
"1400000US24013505102","Census Tract 5051.02, Carroll County, Maryland","120821","11832"
"1400000US24013505203","Census Tract 5052.03, Carroll County, Maryland","102782","17346"
"1400000US24013505205","Census Tract 5052.05, Carroll County, Maryland","112774","11307"
"1400000US24013505206","Census Tract 5052.06, Carroll County, Maryland","91908","23521"
"1400000US24013505207","Census Tract 5052.07, Carroll County, Maryland","104577","10173"
"1400000US24013505208","Census Tract 5052.08, Carroll County, Maryland","106116","7235"
"1400000US24013506101","Census Tract 5061.01, Carroll County, Maryland","95075","9949"
"1400000US24013506102","Census Tract 5061.02, Carroll County, Maryland","84810","6686"
"1400000US24013506200","Census Tract 5062, Carroll County, Maryland","75238","7003"
"1400000US24013507500","Census Tract 5075, Carroll County, Maryland","90093","9804"
"1400000US24013507601","Census Tract 5076.01, Carroll County, Maryland","66605","5403"
"1400000US24013507602","Census Tract 5076.02, Carroll County, Maryland","61226","12343"
"1400000US24013507702","Census Tract 5077.02, Carroll County, Maryland","75761","9087"
"1400000US24013507703","Census Tract 5077.03, Carroll County, Maryland","87733","9552"
"1400000US24013507704","Census Tract 5077.04, Carroll County, Maryland","88306","6766"
"1400000US24013507801","Census Tract 5078.01, Carroll County, Maryland","53010","12620"
"1400000US24013507802","Census Tract 5078.02, Carroll County, Maryland","85208","6516"
"1400000US24013508101","Census Tract 5081.01, Carroll County, Maryland","84821","14428"
"1400000US24013508102","Census Tract 5081.02, Carroll County, Maryland","76083","6136"
"1400000US24013508200","Census Tract 5082, Carroll County, Maryland","79797","9082"
"1400000US24013509001","Census Tract 5090.01, Carroll County, Maryland","99360","9881"
"1400000US24013509002","Census Tract 5090.02, Carroll County, Maryland","124250","25621"
"1400000US24013510000","Census Tract 5100, Carroll County, Maryland","80139","9823"
"1400000US24013511000","Census Tract 5110, Carroll County, Maryland","83625","7278"
"1400000US24013512000","Census Tract 5120, Carroll County, Maryland","59188","4299"
"1400000US24013513001","Census Tract 5130.01, Carroll County, Maryland","109940","7896"
"1400000US24013513002","Census Tract 5130.02, Carroll County, Maryland","129519","12495"
"1400000US24013514100","Census Tract 5141, Carroll County, Maryland","122083","8432"
"1400000US24013514201","Census Tract 5142.01, Carroll County, Maryland","91993","12038"
"1400000US24013514202","Census Tract 5142.02, Carroll County, Maryland","107961","28329"
"1400000US24015030100","Census Tract 301, Cecil County, Maryland","68547","8014"
"1400000US24015030200","Census Tract 302, Cecil County, Maryland","78197","10762"
"1400000US24015030400","Census Tract 304, Cecil County, Maryland","32396","12881"
"1400000US24015030501","Census Tract 305.01, Cecil County, Maryland","76797","11143"
"1400000US24015030503","Census Tract 305.03, Cecil County, Maryland","63952","7899"
"1400000US24015030505","Census Tract 305.05, Cecil County, Maryland","56383","2306"
"1400000US24015030506","Census Tract 305.06, Cecil County, Maryland","65972","9453"
"1400000US24015030601","Census Tract 306.01, Cecil County, Maryland","88115","9587"
"1400000US24015030602","Census Tract 306.02, Cecil County, Maryland","82500","18709"
"1400000US24015030700","Census Tract 307, Cecil County, Maryland","84097","11490"
"1400000US24015030903","Census Tract 309.03, Cecil County, Maryland","49489","14933"
"1400000US24015030904","Census Tract 309.04, Cecil County, Maryland","95865","8580"
"1400000US24015030905","Census Tract 309.05, Cecil County, Maryland","80684","6016"
"1400000US24015030906","Census Tract 309.06, Cecil County, Maryland","64167","7973"
"1400000US24015031201","Census Tract 312.01, Cecil County, Maryland","75893","12596"
"1400000US24015031202","Census Tract 312.02, Cecil County, Maryland","64188","12709"
"1400000US24015031301","Census Tract 313.01, Cecil County, Maryland","85568","12834"
"1400000US24015031302","Census Tract 313.02, Cecil County, Maryland","74467","3790"
"1400000US24015031400","Census Tract 314, Cecil County, Maryland","71302","17019"
"1400000US24017850101","Census Tract 8501.01, Charles County, Maryland","89935","10286"
"1400000US24017850102","Census Tract 8501.02, Charles County, Maryland","61422","12953"
"1400000US24017850201","Census Tract 8502.01, Charles County, Maryland","61292","9636"
"1400000US24017850202","Census Tract 8502.02, Charles County, Maryland","56875","12199"
"1400000US24017850300","Census Tract 8503, Charles County, Maryland","72163","13227"
"1400000US24017850400","Census Tract 8504, Charles County, Maryland","77207","9590"
"1400000US24017850500","Census Tract 8505, Charles County, Maryland","107875","28813"
"1400000US24017850600","Census Tract 8506, Charles County, Maryland","104145","13860"
"1400000US24017850706","Census Tract 8507.06, Charles County, Maryland","124426","22499"
"1400000US24017850708","Census Tract 8507.08, Charles County, Maryland","115179","12583"
"1400000US24017850709","Census Tract 8507.09, Charles County, Maryland","86540","15482"
"1400000US24017850710","Census Tract 8507.10, Charles County, Maryland","118438","9498"
"1400000US24017850711","Census Tract 8507.11, Charles County, Maryland","77310","8448"
"1400000US24017850712","Census Tract 8507.12, Charles County, Maryland","120673","18357"
"1400000US24017850713","Census Tract 8507.13, Charles County, Maryland","137202","15255"
"1400000US24017850801","Census Tract 8508.01, Charles County, Maryland","110000","11040"
"1400000US24017850802","Census Tract 8508.02, Charles County, Maryland","73088","15517"
"1400000US24017850901","Census Tract 8509.01, Charles County, Maryland","40493","9605"
"1400000US24017850902","Census Tract 8509.02, Charles County, Maryland","89777","10564"
"1400000US24017850904","Census Tract 8509.04, Charles County, Maryland","106563","8057"
"1400000US24017850905","Census Tract 8509.05, Charles County, Maryland","90846","6046"
"1400000US24017850906","Census Tract 8509.06, Charles County, Maryland","51536","18667"
"1400000US24017851001","Census Tract 8510.01, Charles County, Maryland","82059","15412"
"1400000US24017851002","Census Tract 8510.02, Charles County, Maryland","91875","9265"
"1400000US24017851100","Census Tract 8511, Charles County, Maryland","79167","15871"
"1400000US24017851200","Census Tract 8512, Charles County, Maryland","81563","13816"
"1400000US24017851301","Census Tract 8513.01, Charles County, Maryland","122314","12479"
"1400000US24017851302","Census Tract 8513.02, Charles County, Maryland","114241","14683"
"1400000US24017851400","Census Tract 8514, Charles County, Maryland","124411","6421"
"1400000US24017851500","Census Tract 8515, Charles County, Maryland","91489","8697"
"1400000US24017990000","Census Tract 9900, Charles County, Maryland","-","**"
"1400000US24019970100","Census Tract 9701, Dorchester County, Maryland","57266","16274"
"1400000US24019970200","Census Tract 9702, Dorchester County, Maryland","58651","7384"
"1400000US24019970300","Census Tract 9703, Dorchester County, Maryland","63631","10154"
"1400000US24019970400","Census Tract 9704, Dorchester County, Maryland","50145","5752"
"1400000US24019970500","Census Tract 9705, Dorchester County, Maryland","24449","3393"
"1400000US24019970600","Census Tract 9706, Dorchester County, Maryland","43468","5139"
"1400000US24019970702","Census Tract 9707.02, Dorchester County, Maryland","62255","11020"
"1400000US24019970804","Census Tract 9708.04, Dorchester County, Maryland","61971","10763"
"1400000US24019970900","Census Tract 9709, Dorchester County, Maryland","55492","6753"
"1400000US24019990000","Census Tract 9900, Dorchester County, Maryland","-","**"
"1400000US24021740200","Census Tract 7402, Frederick County, Maryland","85313","16151"
"1400000US24021750100","Census Tract 7501, Frederick County, Maryland","63155","7191"
"1400000US24021750200","Census Tract 7502, Frederick County, Maryland","78380","12779"
"1400000US24021750300","Census Tract 7503, Frederick County, Maryland","47120","10835"
"1400000US24021750503","Census Tract 7505.03, Frederick County, Maryland","52903","2117"
"1400000US24021750504","Census Tract 7505.04, Frederick County, Maryland","55096","7509"
"1400000US24021750505","Census Tract 7505.05, Frederick County, Maryland","60172","8227"
"1400000US24021750506","Census Tract 7505.06, Frederick County, Maryland","94250","18580"
"1400000US24021750600","Census Tract 7506, Frederick County, Maryland","90078","12359"
"1400000US24021750701","Census Tract 7507.01, Frederick County, Maryland","92500","7353"
"1400000US24021750702","Census Tract 7507.02, Frederick County, Maryland","50767","5610"
"1400000US24021750801","Census Tract 7508.01, Frederick County, Maryland","49329","6218"
"1400000US24021750802","Census Tract 7508.02, Frederick County, Maryland","98571","9595"
"1400000US24021750803","Census Tract 7508.03, Frederick County, Maryland","91596","13879"
"1400000US24021751001","Census Tract 7510.01, Frederick County, Maryland","95568","17291"
"1400000US24021751002","Census Tract 7510.02, Frederick County, Maryland","72231","10266"
"1400000US24021751003","Census Tract 7510.03, Frederick County, Maryland","64048","13880"
"1400000US24021751004","Census Tract 7510.04, Frederick County, Maryland","97524","17882"
"1400000US24021751201","Census Tract 7512.01, Frederick County, Maryland","110521","9686"
"1400000US24021751202","Census Tract 7512.02, Frederick County, Maryland","95263","13449"
"1400000US24021751203","Census Tract 7512.03, Frederick County, Maryland","89886","12964"
"1400000US24021751301","Census Tract 7513.01, Frederick County, Maryland","94659","13653"
"1400000US24021751302","Census Tract 7513.02, Frederick County, Maryland","87026","8616"
"1400000US24021751600","Census Tract 7516, Frederick County, Maryland","90900","11469"
"1400000US24021751701","Census Tract 7517.01, Frederick County, Maryland","100333","18052"
"1400000US24021751702","Census Tract 7517.02, Frederick County, Maryland","87292","25486"
"1400000US24021751801","Census Tract 7518.01, Frederick County, Maryland","120903","9864"
"1400000US24021751802","Census Tract 7518.02, Frederick County, Maryland","121033","14747"
"1400000US24021751901","Census Tract 7519.01, Frederick County, Maryland","109750","11586"
"1400000US24021751902","Census Tract 7519.02, Frederick County, Maryland","98354","8571"
"1400000US24021751903","Census Tract 7519.03, Frederick County, Maryland","130625","13066"
"1400000US24021751904","Census Tract 7519.04, Frederick County, Maryland","113594","21004"
"1400000US24021752001","Census Tract 7520.01, Frederick County, Maryland","116080","17010"
"1400000US24021752101","Census Tract 7521.01, Frederick County, Maryland","138526","11327"
"1400000US24021752102","Census Tract 7521.02, Frederick County, Maryland","102061","17090"
"1400000US24021752201","Census Tract 7522.01, Frederick County, Maryland","123750","15663"
"1400000US24021752202","Census Tract 7522.02, Frederick County, Maryland","144779","21003"
"1400000US24021752204","Census Tract 7522.04, Frederick County, Maryland","142773","6576"
"1400000US24021752301","Census Tract 7523.01, Frederick County, Maryland","89224","8987"
"1400000US24021752302","Census Tract 7523.02, Frederick County, Maryland","115000","15715"
"1400000US24021752303","Census Tract 7523.03, Frederick County, Maryland","113967","11257"
"1400000US24021752501","Census Tract 7525.01, Frederick County, Maryland","105583","10352"
"1400000US24021752502","Census Tract 7525.02, Frederick County, Maryland","97070","6711"
"1400000US24021752601","Census Tract 7526.01, Frederick County, Maryland","126307","9285"
"1400000US24021752602","Census Tract 7526.02, Frederick County, Maryland","102619","23240"
"1400000US24021752603","Census Tract 7526.03, Frederick County, Maryland","120478","14295"
"1400000US24021752801","Census Tract 7528.01, Frederick County, Maryland","84076","5963"
"1400000US24021752802","Census Tract 7528.02, Frederick County, Maryland","90234","9505"
"1400000US24021752900","Census Tract 7529, Frederick County, Maryland","65745","2651"
"1400000US24021753001","Census Tract 7530.01, Frederick County, Maryland","78021","11691"
"1400000US24021753002","Census Tract 7530.02, Frederick County, Maryland","64420","13018"
"1400000US24021765100","Census Tract 7651, Frederick County, Maryland","63237","7572"
"1400000US24021766800","Census Tract 7668, Frederick County, Maryland","69787","6867"
"1400000US24021767500","Census Tract 7675, Frederick County, Maryland","74225","7300"
"1400000US24021767600","Census Tract 7676, Frederick County, Maryland","85380","20017"
"1400000US24021770700","Census Tract 7707, Frederick County, Maryland","115977","10300"
"1400000US24021772200","Census Tract 7722, Frederick County, Maryland","54844","14606"
"1400000US24021773500","Census Tract 7735, Frederick County, Maryland","75167","15116"
"1400000US24021775302","Census Tract 7753.02, Frederick County, Maryland","96750","17029"
"1400000US24021775400","Census Tract 7754, Frederick County, Maryland","64516","11817"
"1400000US24021775600","Census Tract 7756, Frederick County, Maryland","125263","21251"
"1400000US24023000100","Census Tract 1, Garrett County, Maryland","48583","5182"
"1400000US24023000200","Census Tract 2, Garrett County, Maryland","49177","6929"
"1400000US24023000300","Census Tract 3, Garrett County, Maryland","54250","14698"
"1400000US24023000400","Census Tract 4, Garrett County, Maryland","47794","7988"
"1400000US24023000500","Census Tract 5, Garrett County, Maryland","52019","10859"
"1400000US24023000600","Census Tract 6, Garrett County, Maryland","47500","10378"
"1400000US24023000700","Census Tract 7, Garrett County, Maryland","45250","2635"
"1400000US24025301102","Census Tract 3011.02, Harford County, Maryland","127303","23595"
"1400000US24025301105","Census Tract 3011.05, Harford County, Maryland","93114","10274"
"1400000US24025301106","Census Tract 3011.06, Harford County, Maryland","104392","6159"
"1400000US24025301107","Census Tract 3011.07, Harford County, Maryland","56865","5459"
"1400000US24025301108","Census Tract 3011.08, Harford County, Maryland","135778","23418"
"1400000US24025301201","Census Tract 3012.01, Harford County, Maryland","70536","13148"
"1400000US24025301202","Census Tract 3012.02, Harford County, Maryland","84752","9965"
"1400000US24025301204","Census Tract 3012.04, Harford County, Maryland","90000","10595"
"1400000US24025301205","Census Tract 3012.05, Harford County, Maryland","78819","6527"
"1400000US24025301301","Census Tract 3013.01, Harford County, Maryland","67313","17676"
"1400000US24025301302","Census Tract 3013.02, Harford County, Maryland","49300","5898"
"1400000US24025301401","Census Tract 3014.01, Harford County, Maryland","71962","5588"
"1400000US24025301402","Census Tract 3014.02, Harford County, Maryland","78935","11071"
"1400000US24025301601","Census Tract 3016.01, Harford County, Maryland","43758","7682"
"1400000US24025301602","Census Tract 3016.02, Harford County, Maryland","75224","10400"
"1400000US24025301702","Census Tract 3017.02, Harford County, Maryland","82857","8246"
"1400000US24025301703","Census Tract 3017.03, Harford County, Maryland","105456","7848"
"1400000US24025301704","Census Tract 3017.04, Harford County, Maryland","80647","7222"
"1400000US24025302100","Census Tract 3021, Harford County, Maryland","102279","19376"
"1400000US24025302200","Census Tract 3022, Harford County, Maryland","91750","9739"
"1400000US24025302400","Census Tract 3024, Harford County, Maryland","55962","5307"
"1400000US24025302801","Census Tract 3028.01, Harford County, Maryland","61081","11649"
"1400000US24025302802","Census Tract 3028.02, Harford County, Maryland","57463","8675"
"1400000US24025302901","Census Tract 3029.01, Harford County, Maryland","30114","6145"
"1400000US24025302902","Census Tract 3029.02, Harford County, Maryland","50652","5956"
"1400000US24025303101","Census Tract 3031.01, Harford County, Maryland","99461","11784"
"1400000US24025303102","Census Tract 3031.02, Harford County, Maryland","124063","15180"
"1400000US24025303201","Census Tract 3032.01, Harford County, Maryland","113549","10558"
"1400000US24025303203","Census Tract 3032.03, Harford County, Maryland","77500","11941"
"1400000US24025303204","Census Tract 3032.04, Harford County, Maryland","85811","5728"
"1400000US24025303205","Census Tract 3032.05, Harford County, Maryland","135850","6536"
"1400000US24025303206","Census Tract 3032.06, Harford County, Maryland","108295","14933"
"1400000US24025303300","Census Tract 3033, Harford County, Maryland","93654","15984"
"1400000US24025303400","Census Tract 3034, Harford County, Maryland","112321","11891"
"1400000US24025303501","Census Tract 3035.01, Harford County, Maryland","86975","14199"
"1400000US24025303502","Census Tract 3035.02, Harford County, Maryland","87652","10184"
"1400000US24025303602","Census Tract 3036.02, Harford County, Maryland","118304","13724"
"1400000US24025303603","Census Tract 3036.03, Harford County, Maryland","106526","5246"
"1400000US24025303605","Census Tract 3036.05, Harford County, Maryland","66932","6044"
"1400000US24025303606","Census Tract 3036.06, Harford County, Maryland","144261","11455"
"1400000US24025303700","Census Tract 3037, Harford County, Maryland","97941","7120"
"1400000US24025303801","Census Tract 3038.01, Harford County, Maryland","76071","9282"
"1400000US24025303802","Census Tract 3038.02, Harford County, Maryland","82250","12521"
"1400000US24025303803","Census Tract 3038.03, Harford County, Maryland","74923","11498"
"1400000US24025303900","Census Tract 3039, Harford County, Maryland","77841","8078"
"1400000US24025304101","Census Tract 3041.01, Harford County, Maryland","93246","7198"
"1400000US24025304102","Census Tract 3041.02, Harford County, Maryland","96116","11696"
"1400000US24025304201","Census Tract 3042.01, Harford County, Maryland","122760","9127"
"1400000US24025304202","Census Tract 3042.02, Harford County, Maryland","106236","10493"
"1400000US24025305100","Census Tract 3051, Harford County, Maryland","91447","18226"
"1400000US24025305200","Census Tract 3052, Harford County, Maryland","74583","17060"
"1400000US24025305300","Census Tract 3053, Harford County, Maryland","71406","11527"
"1400000US24025306100","Census Tract 3061, Harford County, Maryland","58125","9588"
"1400000US24025306200","Census Tract 3062, Harford County, Maryland","48494","11522"
"1400000US24025306300","Census Tract 3063, Harford County, Maryland","103641","25366"
"1400000US24025306400","Census Tract 3064, Harford County, Maryland","96840","17008"
"1400000US24025306500","Census Tract 3065, Harford County, Maryland","73393","7045"
"1400000US24027601103","Census Tract 6011.03, Howard County, Maryland","124447","8408"
"1400000US24027601104","Census Tract 6011.04, Howard County, Maryland","185417","13416"
"1400000US24027601105","Census Tract 6011.05, Howard County, Maryland","124212","10955"
"1400000US24027601107","Census Tract 6011.07, Howard County, Maryland","88462","5859"
"1400000US24027601108","Census Tract 6011.08, Howard County, Maryland","113281","14054"
"1400000US24027601201","Census Tract 6012.01, Howard County, Maryland","101136","13624"
"1400000US24027601203","Census Tract 6012.03, Howard County, Maryland","104975","10922"
"1400000US24027601204","Census Tract 6012.04, Howard County, Maryland","92480","7748"
"1400000US24027602100","Census Tract 6021, Howard County, Maryland","176848","9306"
"1400000US24027602201","Census Tract 6022.01, Howard County, Maryland","155114","28059"
"1400000US24027602202","Census Tract 6022.02, Howard County, Maryland","125029","8749"
"1400000US24027602302","Census Tract 6023.02, Howard County, Maryland","118667","21113"
"1400000US24027602303","Census Tract 6023.03, Howard County, Maryland","178665","14919"
"1400000US24027602304","Census Tract 6023.04, Howard County, Maryland","152656","14456"
"1400000US24027602305","Census Tract 6023.05, Howard County, Maryland","145547","17137"
"1400000US24027602306","Census Tract 6023.06, Howard County, Maryland","109647","21261"
"1400000US24027602600","Census Tract 6026, Howard County, Maryland","69263","19285"
"1400000US24027602700","Census Tract 6027, Howard County, Maryland","147781","14872"
"1400000US24027602800","Census Tract 6028, Howard County, Maryland","120764","16831"
"1400000US24027602900","Census Tract 6029, Howard County, Maryland","79904","11453"
"1400000US24027603001","Census Tract 6030.01, Howard County, Maryland","128611","13507"
"1400000US24027603003","Census Tract 6030.03, Howard County, Maryland","169167","15900"
"1400000US24027603004","Census Tract 6030.04, Howard County, Maryland","195573","18675"
"1400000US24027604001","Census Tract 6040.01, Howard County, Maryland","125515","11262"
"1400000US24027604002","Census Tract 6040.02, Howard County, Maryland","175500","29862"
"1400000US24027605102","Census Tract 6051.02, Howard County, Maryland","168836","21279"
"1400000US24027605103","Census Tract 6051.03, Howard County, Maryland","179722","29929"
"1400000US24027605104","Census Tract 6051.04, Howard County, Maryland","205259","13314"
"1400000US24027605401","Census Tract 6054.01, Howard County, Maryland","81611","9275"
"1400000US24027605402","Census Tract 6054.02, Howard County, Maryland","84763","4606"
"1400000US24027605502","Census Tract 6055.02, Howard County, Maryland","129787","17556"
"1400000US24027605503","Census Tract 6055.03, Howard County, Maryland","89423","8158"
"1400000US24027605504","Census Tract 6055.04, Howard County, Maryland","201250","16642"
"1400000US24027605505","Census Tract 6055.05, Howard County, Maryland","180825","11606"
"1400000US24027605601","Census Tract 6056.01, Howard County, Maryland","103357","9546"
"1400000US24027605602","Census Tract 6056.02, Howard County, Maryland","135926","15066"
"1400000US24027606601","Census Tract 6066.01, Howard County, Maryland","122143","16273"
"1400000US24027606603","Census Tract 6066.03, Howard County, Maryland","81075","7307"
"1400000US24027606604","Census Tract 6066.04, Howard County, Maryland","99241","10627"
"1400000US24027606606","Census Tract 6066.06, Howard County, Maryland","87026","14784"
"1400000US24027606607","Census Tract 6066.07, Howard County, Maryland","112609","9703"
"1400000US24027606701","Census Tract 6067.01, Howard County, Maryland","137721","9416"
"1400000US24027606704","Census Tract 6067.04, Howard County, Maryland","102760","6916"
"1400000US24027606705","Census Tract 6067.05, Howard County, Maryland","112188","15020"
"1400000US24027606706","Census Tract 6067.06, Howard County, Maryland","127769","9088"
"1400000US24027606707","Census Tract 6067.07, Howard County, Maryland","92097","16832"
"1400000US24027606803","Census Tract 6068.03, Howard County, Maryland","91136","8369"
"1400000US24027606804","Census Tract 6068.04, Howard County, Maryland","118315","8831"
"1400000US24027606805","Census Tract 6068.05, Howard County, Maryland","148207","10335"
"1400000US24027606806","Census Tract 6068.06, Howard County, Maryland","137228","12557"
"1400000US24027606901","Census Tract 6069.01, Howard County, Maryland","86823","6067"
"1400000US24027606904","Census Tract 6069.04, Howard County, Maryland","98542","14603"
"1400000US24027606905","Census Tract 6069.05, Howard County, Maryland","104731","11108"
"1400000US24027606906","Census Tract 6069.06, Howard County, Maryland","89795","9186"
"1400000US24027606907","Census Tract 6069.07, Howard County, Maryland","73213","7801"
"1400000US24029950100","Census Tract 9501, Kent County, Maryland","61494","5241"
"1400000US24029950200","Census Tract 9502, Kent County, Maryland","65725","4241"
"1400000US24029950300","Census Tract 9503, Kent County, Maryland","51557","7894"
"1400000US24029950400","Census Tract 9504, Kent County, Maryland","67292","13110"
"1400000US24029950500","Census Tract 9505, Kent County, Maryland","47917","13230"
"1400000US24029990000","Census Tract 9900, Kent County, Maryland","-","**"
"1400000US24031700101","Census Tract 7001.01, Montgomery County, Maryland","162171","10641"
"1400000US24031700103","Census Tract 7001.03, Montgomery County, Maryland","151435","18819"
"1400000US24031700104","Census Tract 7001.04, Montgomery County, Maryland","114762","6255"
"1400000US24031700105","Census Tract 7001.05, Montgomery County, Maryland","111719","19961"
"1400000US24031700204","Census Tract 7002.04, Montgomery County, Maryland","94583","9708"
"1400000US24031700205","Census Tract 7002.05, Montgomery County, Maryland","137121","14125"
"1400000US24031700206","Census Tract 7002.06, Montgomery County, Maryland","133953","10357"
"1400000US24031700207","Census Tract 7002.07, Montgomery County, Maryland","101946","9956"
"1400000US24031700208","Census Tract 7002.08, Montgomery County, Maryland","136625","20385"
"1400000US24031700304","Census Tract 7003.04, Montgomery County, Maryland","123906","19347"
"1400000US24031700306","Census Tract 7003.06, Montgomery County, Maryland","112547","8440"
"1400000US24031700308","Census Tract 7003.08, Montgomery County, Maryland","87867","8935"
"1400000US24031700309","Census Tract 7003.09, Montgomery County, Maryland","74898","12029"
"1400000US24031700310","Census Tract 7003.10, Montgomery County, Maryland","75393","7155"
"1400000US24031700311","Census Tract 7003.11, Montgomery County, Maryland","131438","19133"
"1400000US24031700312","Census Tract 7003.12, Montgomery County, Maryland","130329","14501"
"1400000US24031700400","Census Tract 7004, Montgomery County, Maryland","110179","20136"
"1400000US24031700500","Census Tract 7005, Montgomery County, Maryland","138427","14436"
"1400000US24031700604","Census Tract 7006.04, Montgomery County, Maryland","189620","24208"
"1400000US24031700606","Census Tract 7006.06, Montgomery County, Maryland","155250","22101"
"1400000US24031700607","Census Tract 7006.07, Montgomery County, Maryland","176184","26935"
"1400000US24031700608","Census Tract 7006.08, Montgomery County, Maryland","242438","16469"
"1400000US24031700610","Census Tract 7006.10, Montgomery County, Maryland","155938","12556"
"1400000US24031700611","Census Tract 7006.11, Montgomery County, Maryland","173393","14660"
"1400000US24031700613","Census Tract 7006.13, Montgomery County, Maryland","131159","16626"
"1400000US24031700614","Census Tract 7006.14, Montgomery County, Maryland","66344","20244"
"1400000US24031700615","Census Tract 7006.15, Montgomery County, Maryland","171667","17285"
"1400000US24031700616","Census Tract 7006.16, Montgomery County, Maryland","164265","19331"
"1400000US24031700704","Census Tract 7007.04, Montgomery County, Maryland","88750","14955"
"1400000US24031700706","Census Tract 7007.06, Montgomery County, Maryland","85091","6975"
"1400000US24031700710","Census Tract 7007.10, Montgomery County, Maryland","90495","24303"
"1400000US24031700711","Census Tract 7007.11, Montgomery County, Maryland","103567","9069"
"1400000US24031700713","Census Tract 7007.13, Montgomery County, Maryland","55670","11802"
"1400000US24031700715","Census Tract 7007.15, Montgomery County, Maryland","102772","12836"
"1400000US24031700716","Census Tract 7007.16, Montgomery County, Maryland","94952","20087"
"1400000US24031700717","Census Tract 7007.17, Montgomery County, Maryland","64911","9409"
"1400000US24031700718","Census Tract 7007.18, Montgomery County, Maryland","109792","15076"
"1400000US24031700719","Census Tract 7007.19, Montgomery County, Maryland","65045","7780"
"1400000US24031700720","Census Tract 7007.20, Montgomery County, Maryland","98092","16854"
"1400000US24031700721","Census Tract 7007.21, Montgomery County, Maryland","46310","7904"
"1400000US24031700722","Census Tract 7007.22, Montgomery County, Maryland","74602","12690"
"1400000US24031700723","Census Tract 7007.23, Montgomery County, Maryland","55450","10911"
"1400000US24031700724","Census Tract 7007.24, Montgomery County, Maryland","48901","3507"
"1400000US24031700810","Census Tract 7008.10, Montgomery County, Maryland","96140","14481"
"1400000US24031700811","Census Tract 7008.11, Montgomery County, Maryland","82167","12934"
"1400000US24031700812","Census Tract 7008.12, Montgomery County, Maryland","91671","5846"
"1400000US24031700813","Census Tract 7008.13, Montgomery County, Maryland","74091","9219"
"1400000US24031700815","Census Tract 7008.15, Montgomery County, Maryland","99005","22233"
"1400000US24031700816","Census Tract 7008.16, Montgomery County, Maryland","83940","7887"
"1400000US24031700817","Census Tract 7008.17, Montgomery County, Maryland","89970","11621"
"1400000US24031700818","Census Tract 7008.18, Montgomery County, Maryland","65457","15009"
