"GEO_ID","NAME","B19013_001E","B19013_001M"
"1400000US24005402307","Census Tract 4023.07, Baltimore County, Maryland","52808","3276"
"1400000US24017850902","Census Tract 8509.02, Charles County, Maryland","85797","8819"
"1400000US24033801217","Census Tract 8012.17, Prince George's County, Maryland","103250","12334"
"1400000US24021740200","Census Tract 7402, Frederick County, Maryland","78691","6882"
"1400000US24027605104","Census Tract 6051.04, Howard County, Maryland","210889","10911"
"1400000US24037875802","Census Tract 8758.02, St. Mary's County, Maryland","100650","8186"
"1400000US24033804801","Census Tract 8048.01, Prince George's County, Maryland","40444","4412"
"1400000US24031702601","Census Tract 7026.01, Montgomery County, Maryland","70341","4640"
"1400000US24003731105","Census Tract 7311.05, Anne Arundel County, Maryland","94917","17264"
"1400000US24025303900","Census Tract 3039, Harford County, Maryland","67993","9015"
"1400000US24025306300","Census Tract 3063, Harford County, Maryland","96667","19838"
"1400000US24031703212","Census Tract 7032.12, Montgomery County, Maryland","107031","21441"
"1400000US24013507704","Census Tract 5077.04, Carroll County, Maryland","78319","11635"
"1400000US24033807404","Census Tract 8074.04, Prince George's County, Maryland","80240","6859"
"1400000US24031701702","Census Tract 7017.02, Montgomery County, Maryland","57917","17486"
"1400000US24009861001","Census Tract 8610.01, Calvert County, Maryland","106513","14001"
"1400000US24009861004","Census Tract 8610.04, Calvert County, Maryland","80971","11531"
"1400000US24033800516","Census Tract 8005.16, Prince George's County, Maryland","85785","8319"
"1400000US24510260402","Census Tract 2604.02, Baltimore city, Maryland","40994","10479"
"1400000US24045010300","Census Tract 103, Wicomico County, Maryland","87926","15024"
"1400000US24031701215","Census Tract 7012.15, Montgomery County, Maryland","79153","14442"
"1400000US24021775400","Census Tract 7754, Frederick County, Maryland","57530","10658"
"1400000US24031703220","Census Tract 7032.20, Montgomery County, Maryland","64306","19745"
"1400000US24003731303","Census Tract 7313.03, Anne Arundel County, Maryland","107517","11278"
"1400000US24033802501","Census Tract 8025.01, Prince George's County, Maryland","53565","7580"
"1400000US24033803514","Census Tract 8035.14, Prince George's County, Maryland","84792","14692"
"1400000US24043010200","Census Tract 102, Washington County, Maryland","74375","6841"
"1400000US24027601107","Census Tract 6011.07, Howard County, Maryland","64844","9103"
"1400000US24031700816","Census Tract 7008.16, Montgomery County, Maryland","73225","7758"
"1400000US24031700616","Census Tract 7006.16, Montgomery County, Maryland","145179","39246"
"1400000US24005492402","Census Tract 4924.02, Baltimore County, Maryland","77925","6208"
"1400000US24031703000","Census Tract 7030, Montgomery County, Maryland","99688","17193"
"1400000US24005452000","Census Tract 4520, Baltimore County, Maryland","52734","8509"
"1400000US24039930300","Census Tract 9303, Somerset County, Maryland","47336","10224"
"1400000US24003730505","Census Tract 7305.05, Anne Arundel County, Maryland","50483","3876"
"1400000US24025301702","Census Tract 3017.02, Harford County, Maryland","77168","11881"
"1400000US24009860200","Census Tract 8602, Calvert County, Maryland","106458","12983"
"1400000US24510280302","Census Tract 2803.02, Baltimore city, Maryland","36146","14144"
"1400000US24031701007","Census Tract 7010.07, Montgomery County, Maryland","106550","12857"
"1400000US24510060200","Census Tract 602, Baltimore city, Maryland","49403","9009"
"1400000US24013514201","Census Tract 5142.01, Carroll County, Maryland","102452","10682"
"1400000US24033806710","Census Tract 8067.10, Prince George's County, Maryland","69167","19527"
"1400000US24031700812","Census Tract 7008.12, Montgomery County, Maryland","80850","8396"
"1400000US24003751102","Census Tract 7511.02, Anne Arundel County, Maryland","64201","9685"
"1400000US24031701005","Census Tract 7010.05, Montgomery County, Maryland","119038","23840"
"1400000US24031701315","Census Tract 7013.15, Montgomery County, Maryland","105930","12794"
"1400000US24005404402","Census Tract 4044.02, Baltimore County, Maryland","114875","15261"
"1400000US24013505208","Census Tract 5052.08, Carroll County, Maryland","83636","11996"
"1400000US24033805602","Census Tract 8056.02, Prince George's County, Maryland","53276","2052"
"1400000US24003702601","Census Tract 7026.01, Anne Arundel County, Maryland","97866","12151"
"1400000US24510130805","Census Tract 1308.05, Baltimore city, Maryland","50333","24970"
"1400000US24510100100","Census Tract 1001, Baltimore city, Maryland","24665","5440"
"1400000US24033803612","Census Tract 8036.12, Prince George's County, Maryland","49783","3797"
"1400000US24510140100","Census Tract 1401, Baltimore city, Maryland","34859","9476"
"1400000US24027602800","Census Tract 6028, Howard County, Maryland","104295","12241"
"1400000US24005440400","Census Tract 4404, Baltimore County, Maryland","63640","6537"
"1400000US24033806900","Census Tract 8069, Prince George's County, Maryland","74977","12602"
"1400000US24003750900","Census Tract 7509, Anne Arundel County, Maryland","59815","6342"
"1400000US24005492200","Census Tract 4922, Baltimore County, Maryland","65399","11172"
"1400000US24510040100","Census Tract 401, Baltimore city, Maryland","49534","4134"
"1400000US24005402503","Census Tract 4025.03, Baltimore County, Maryland","40750","16691"
"1400000US24005421300","Census Tract 4213, Baltimore County, Maryland","32697","5707"
"1400000US24510160802","Census Tract 1608.02, Baltimore city, Maryland","30417","4962"
"1400000US24043010100","Census Tract 101, Washington County, Maryland","51181","20888"
"1400000US24031703302","Census Tract 7033.02, Montgomery County, Maryland","78614","9176"
"1400000US24025302901","Census Tract 3029.01, Harford County, Maryland","28654","7731"
"1400000US24011955201","Census Tract 9552.01, Caroline County, Maryland","64234","5031"
"1400000US24017850500","Census Tract 8505, Charles County, Maryland","107750","6174"
"1400000US24033801302","Census Tract 8013.02, Prince George's County, Maryland","113125","14323"
"1400000US24510140200","Census Tract 1402, Baltimore city, Maryland","15265","2246"
"1400000US24031700101","Census Tract 7001.01, Montgomery County, Maryland","162813","27603"
"1400000US24031700713","Census Tract 7007.13, Montgomery County, Maryland","49293","6642"
"1400000US24037875000","Census Tract 8750, St. Mary's County, Maryland","91927","5370"
"1400000US24510100200","Census Tract 1002, Baltimore city, Maryland","10013","2083"
"1400000US24005411202","Census Tract 4112.02, Baltimore County, Maryland","90313","20430"
"1400000US24015030503","Census Tract 305.03, Cecil County, Maryland","49475","8820"
"1400000US24041960900","Census Tract 9609, Talbot County, Maryland","63846","5730"
"1400000US24033802106","Census Tract 8021.06, Prince George's County, Maryland","52700","5336"
"1400000US24017850201","Census Tract 8502.01, Charles County, Maryland","75577","10447"
"1400000US24510080101","Census Tract 801.01, Baltimore city, Maryland","53542","12218"
"1400000US24031701213","Census Tract 7012.13, Montgomery County, Maryland","117813","10602"
"1400000US24027606603","Census Tract 6066.03, Howard County, Maryland","79133","7201"
"1400000US24005421200","Census Tract 4212, Baltimore County, Maryland","44851","13857"
"1400000US24003730603","Census Tract 7306.03, Anne Arundel County, Maryland","113512","12396"
"1400000US24025301108","Census Tract 3011.08, Harford County, Maryland","117096","13816"
"1400000US24015031301","Census Tract 313.01, Cecil County, Maryland","69086","12294"
"1400000US24003702500","Census Tract 7025, Anne Arundel County, Maryland","70714","13570"
"1400000US24003730601","Census Tract 7306.01, Anne Arundel County, Maryland","142314","13817"
"1400000US24005491701","Census Tract 4917.01, Baltimore County, Maryland","84954","10689"
"1400000US24009860701","Census Tract 8607.01, Calvert County, Maryland","79615","10609"
"1400000US24033801005","Census Tract 8010.05, Prince George's County, Maryland","127500","16639"
"1400000US24037875500","Census Tract 8755, St. Mary's County, Maryland","92871","8781"
"1400000US24003751700","Census Tract 7517, Anne Arundel County, Maryland","157946","17646"
"1400000US24033801215","Census Tract 8012.15, Prince George's County, Maryland","106658","9884"
"1400000US24510070300","Census Tract 703, Baltimore city, Maryland","20250","17112"
"1400000US24003730604","Census Tract 7306.04, Anne Arundel County, Maryland","130865","14383"
"1400000US24003730902","Census Tract 7309.02, Anne Arundel County, Maryland","133333","29117"
"1400000US24005491000","Census Tract 4910, Baltimore County, Maryland","128636","10024"
"1400000US24033802804","Census Tract 8028.04, Prince George's County, Maryland","66769","6650"
"1400000US24003740601","Census Tract 7406.01, Anne Arundel County, Maryland","60980","6241"
"1400000US24005430104","Census Tract 4301.04, Baltimore County, Maryland","55929","4489"
"1400000US24033803519","Census Tract 8035.19, Prince George's County, Maryland","79100","9366"
"1400000US24031701417","Census Tract 7014.17, Montgomery County, Maryland","60280","3068"
"1400000US24031705902","Census Tract 7059.02, Montgomery County, Maryland","186125","21995"
"1400000US24021767600","Census Tract 7676, Frederick County, Maryland","83618","10933"
"1400000US24031700718","Census Tract 7007.18, Montgomery County, Maryland","113816","15295"
"1400000US24031701602","Census Tract 7016.02, Montgomery County, Maryland","61005","8774"
"1400000US24021750701","Census Tract 7507.01, Frederick County, Maryland","91958","7051"
"1400000US24021765100","Census Tract 7651, Frederick County, Maryland","50650","8429"
"1400000US24025301401","Census Tract 3014.01, Harford County, Maryland","69705","8468"
"1400000US24033802107","Census Tract 8021.07, Prince George's County, Maryland","54609","10373"
"1400000US24043010700","Census Tract 107, Washington County, Maryland","45776","7881"
"1400000US24047950100","Census Tract 9501, Worcester County, Maryland","67188","14743"
"1400000US24031700311","Census Tract 7003.11, Montgomery County, Maryland","131583","13368"
"1400000US24005411302","Census Tract 4113.02, Baltimore County, Maryland","105833","22024"
"1400000US24005450100","Census Tract 4501, Baltimore County, Maryland","50575","8587"
"1400000US24013509002","Census Tract 5090.02, Carroll County, Maryland","79375","19565"
"1400000US24033806601","Census Tract 8066.01, Prince George's County, Maryland","54708","10940"
"1400000US24031701101","Census Tract 7011.01, Montgomery County, Maryland","97000","12395"
"1400000US24003702209","Census Tract 7022.09, Anne Arundel County, Maryland","138818","11658"
"1400000US24021752802","Census Tract 7528.02, Frederick County, Maryland","95857","11316"
"1400000US24005403201","Census Tract 4032.01, Baltimore County, Maryland","65152","8264"
"1400000US24005491300","Census Tract 4913, Baltimore County, Maryland","58953","9413"
"1400000US24005492600","Census Tract 4926, Baltimore County, Maryland","68810","12746"
"1400000US24035810500","Census Tract 8105, Queen Anne's County, Maryland","82188","18365"
"1400000US24031703221","Census Tract 7032.21, Montgomery County, Maryland","104571","16240"
"1400000US24013514202","Census Tract 5142.02, Carroll County, Maryland","106029","23693"
"1400000US24031701316","Census Tract 7013.16, Montgomery County, Maryland","113818","8420"
"1400000US24005430300","Census Tract 4303, Baltimore County, Maryland","44583","6426"
"1400000US24033802700","Census Tract 8027, Prince George's County, Maryland","47833","14131"
"1400000US24510130806","Census Tract 1308.06, Baltimore city, Maryland","54297","14345"
"1400000US24017851400","Census Tract 8514, Charles County, Maryland","123955","15982"
"1400000US24021752202","Census Tract 7522.02, Frederick County, Maryland","107721","20172"
"1400000US24021750100","Census Tract 7501, Frederick County, Maryland","51250","22694"
"1400000US24003740800","Census Tract 7408, Anne Arundel County, Maryland","104688","12969"
"1400000US24031703214","Census Tract 7032.14, Montgomery County, Maryland","43942","12034"
"1400000US24001002200","Census Tract 22, Allegany County, Maryland","39598","7128"
"1400000US24003730204","Census Tract 7302.04, Anne Arundel County, Maryland","71308","11700"
"1400000US24005404600","Census Tract 4046, Baltimore County, Maryland","74948","22095"
"1400000US24033801310","Census Tract 8013.10, Prince George's County, Maryland","138670","16631"
"1400000US24033803524","Census Tract 8035.24, Prince George's County, Maryland","81696","12081"
"1400000US24037876100","Census Tract 8761, St. Mary's County, Maryland","105595","19360"
"1400000US24031703902","Census Tract 7039.02, Montgomery County, Maryland","75345","17345"
"1400000US24027606901","Census Tract 6069.01, Howard County, Maryland","78548","14318"
"1400000US24005450400","Census Tract 4504, Baltimore County, Maryland","63000","7052"
"1400000US24005490400","Census Tract 4904, Baltimore County, Maryland","157500","18938"
"1400000US24033800520","Census Tract 8005.20, Prince George's County, Maryland","99563","14552"
"1400000US24510250401","Census Tract 2504.01, Baltimore city, Maryland","33333","5721"
"1400000US24033803521","Census Tract 8035.21, Prince George's County, Maryland","103357","14265"
"1400000US24033805201","Census Tract 8052.01, Prince George's County, Maryland","50318","14049"
"1400000US24033800108","Census Tract 8001.08, Prince George's County, Maryland","69167","9449"
"1400000US24510270302","Census Tract 2703.02, Baltimore city, Maryland","65893","16512"
"1400000US24039930101","Census Tract 9301.01, Somerset County, Maryland","26662","5473"
"1400000US24043000400","Census Tract 4, Washington County, Maryland","16518","3285"
"1400000US24510040200","Census Tract 402, Baltimore city, Maryland","9801","13181"
"1400000US24033803605","Census Tract 8036.05, Prince George's County, Maryland","78696","9760"
"1400000US24510271900","Census Tract 2719, Baltimore city, Maryland","57458","6721"
"1400000US24027602303","Census Tract 6023.03, Howard County, Maryland","156513","20586"
"1400000US24005403701","Census Tract 4037.01, Baltimore County, Maryland","83434","9592"
"1400000US24013514100","Census Tract 5141, Carroll County, Maryland","99185","23974"
"1400000US24031700104","Census Tract 7001.04, Montgomery County, Maryland","116667","21283"
"1400000US24031700611","Census Tract 7006.11, Montgomery County, Maryland","141515","17354"
"1400000US24510150200","Census Tract 1502, Baltimore city, Maryland","25156","17437"
"1400000US24510260401","Census Tract 2604.01, Baltimore city, Maryland","25567","6207"
"1400000US24037875201","Census Tract 8752.01, St. Mary's County, Maryland","86055","19976"
"1400000US24003702100","Census Tract 7021, Anne Arundel County, Maryland","108214","10820"
"1400000US24025304201","Census Tract 3042.01, Harford County, Maryland","107094","9733"
"1400000US24033803900","Census Tract 8039, Prince George's County, Maryland","69000","8082"
"1400000US24047951100","Census Tract 9511, Worcester County, Maryland","76212","7449"
"1400000US24025301704","Census Tract 3017.04, Harford County, Maryland","74036","9101"
"1400000US24027606604","Census Tract 6066.04, Howard County, Maryland","91324","6233"
"1400000US24005490701","Census Tract 4907.01, Baltimore County, Maryland","94091","24176"
"1400000US24043000800","Census Tract 8, Washington County, Maryland","33721","5102"
"1400000US24031700819","Census Tract 7008.19, Montgomery County, Maryland","87159","22306"
"1400000US24033801704","Census Tract 8017.04, Prince George's County, Maryland","55413","4488"
"1400000US24510261000","Census Tract 2610, Baltimore city, Maryland","40732","6869"
"1400000US24035810901","Census Tract 8109.01, Queen Anne's County, Maryland","104730","6554"
"1400000US24031703208","Census Tract 7032.08, Montgomery County, Maryland","119708","8602"
"1400000US24033802502","Census Tract 8025.02, Prince George's County, Maryland","71190","7830"
"1400000US24005407001","Census Tract 4070.01, Baltimore County, Maryland","92344","24881"
"1400000US24031703207","Census Tract 7032.07, Montgomery County, Maryland","59265","10705"
"1400000US24025303204","Census Tract 3032.04, Harford County, Maryland","74674","10769"
"1400000US24031700823","Census Tract 7008.23, Montgomery County, Maryland","107083","16259"
"1400000US24003751400","Census Tract 7514, Anne Arundel County, Maryland","106458","9478"
"1400000US24005403801","Census Tract 4038.01, Baltimore County, Maryland","156709","22914"
"1400000US24003740500","Census Tract 7405, Anne Arundel County, Maryland","108828","10342"
"1400000US24033800514","Census Tract 8005.14, Prince George's County, Maryland","170664","14344"
"1400000US24031702500","Census Tract 7025, Montgomery County, Maryland","61611","7993"
"1400000US24001001800","Census Tract 18, Allegany County, Maryland","27661","8404"
"1400000US24033800707","Census Tract 8007.07, Prince George's County, Maryland","100909","26503"
"1400000US24033803516","Census Tract 8035.16, Prince George's County, Maryland","106172","9245"
"1400000US24510271700","Census Tract 2717, Baltimore city, Maryland","28087","8317"
"1400000US24510160700","Census Tract 1607, Baltimore city, Maryland","28725","9143"
"1400000US24510200702","Census Tract 2007.02, Baltimore city, Maryland","30313","14051"
"1400000US24045010101","Census Tract 101.01, Wicomico County, Maryland","55769","7132"
"1400000US24047951500","Census Tract 9515, Worcester County, Maryland","34078","6386"
"1400000US24005400600","Census Tract 4006, Baltimore County, Maryland","63787","20047"
"1400000US24005403702","Census Tract 4037.02, Baltimore County, Maryland","78561","12303"
"1400000US24033806708","Census Tract 8067.08, Prince George's County, Maryland","49804","10634"
"1400000US24031701212","Census Tract 7012.12, Montgomery County, Maryland","143125","21719"
"1400000US24029950100","Census Tract 9501, Kent County, Maryland","60774","4863"
"1400000US24033801407","Census Tract 8014.07, Prince George's County, Maryland","85321","6817"
"1400000US24510250207","Census Tract 2502.07, Baltimore city, Maryland","31425","7075"
"1400000US24043010300","Census Tract 103, Washington County, Maryland","66159","6432"
"1400000US24001000300","Census Tract 3, Allegany County, Maryland","31806","2619"
"1400000US24027606706","Census Tract 6067.06, Howard County, Maryland","128343","10605"
"1400000US24031701218","Census Tract 7012.18, Montgomery County, Maryland","70833","7096"
"1400000US24031700704","Census Tract 7007.04, Montgomery County, Maryland","61250","26576"
"1400000US24005430400","Census Tract 4304, Baltimore County, Maryland","65203","12065"
"1400000US24033801808","Census Tract 8018.08, Prince George's County, Maryland","55378","4472"
"1400000US24035810600","Census Tract 8106, Queen Anne's County, Maryland","96250","12925"
"1400000US24031704200","Census Tract 7042, Montgomery County, Maryland","100694","22318"
"1400000US24025306500","Census Tract 3065, Harford County, Maryland","67708","15135"
"1400000US24005492300","Census Tract 4923, Baltimore County, Maryland","64485","12594"
"1400000US24005450800","Census Tract 4508, Baltimore County, Maryland","41964","10433"
"1400000US24009860502","Census Tract 8605.02, Calvert County, Maryland","96761","17040"
"1400000US24033804600","Census Tract 8046, Prince George's County, Maryland","46083","12610"
"1400000US24510130300","Census Tract 1303, Baltimore city, Maryland","35000","10386"
"1400000US24510250205","Census Tract 2502.05, Baltimore city, Maryland","45829","4994"
"1400000US24033800213","Census Tract 8002.13, Prince George's County, Maryland","79142","7139"
"1400000US24005411404","Census Tract 4114.04, Baltimore County, Maryland","90417","10039"
"1400000US24009860402","Census Tract 8604.02, Calvert County, Maryland","83966","14726"
"1400000US24510272006","Census Tract 2720.06, Baltimore city, Maryland","25189","5190"
"1400000US24003702208","Census Tract 7022.08, Anne Arundel County, Maryland","100902","16355"
"1400000US24033803610","Census Tract 8036.10, Prince George's County, Maryland","50346","4901"
"1400000US24510260404","Census Tract 2604.04, Baltimore city, Maryland","43844","9252"
"1400000US24510270502","Census Tract 2705.02, Baltimore city, Maryland","58902","3623"
"1400000US24043000602","Census Tract 6.02, Washington County, Maryland","41433","6864"
"1400000US24043010600","Census Tract 106, Washington County, Maryland","68227","5887"
"1400000US24001001700","Census Tract 17, Allegany County, Maryland","37003","7131"
"1400000US24510280101","Census Tract 2801.01, Baltimore city, Maryland","44116","6458"
"1400000US24510070200","Census Tract 702, Baltimore city, Maryland","24837","10101"
"1400000US24025301703","Census Tract 3017.03, Harford County, Maryland","94338","7152"
"1400000US24033807407","Census Tract 8074.07, Prince George's County, Maryland","86815","13472"
"1400000US24005403500","Census Tract 4035, Baltimore County, Maryland","78345","11885"
"1400000US24003730901","Census Tract 7309.01, Anne Arundel County, Maryland","112426","8359"
"1400000US24003731202","Census Tract 7312.02, Anne Arundel County, Maryland","95029","9600"
"1400000US24033805906","Census Tract 8059.06, Prince George's County, Maryland","48905","2417"
"1400000US24005490602","Census Tract 4906.02, Baltimore County, Maryland","63832","6825"
"1400000US24031703201","Census Tract 7032.01, Montgomery County, Maryland","97768","12703"
"1400000US24031704100","Census Tract 7041, Montgomery County, Maryland","157973","25567"
"1400000US24021750803","Census Tract 7508.03, Frederick County, Maryland","86544","13187"
"1400000US24005451803","Census Tract 4518.03, Baltimore County, Maryland","63993","9774"
"1400000US24510160100","Census Tract 1601, Baltimore city, Maryland","18028","3190"
"1400000US24510270101","Census Tract 2701.01, Baltimore city, Maryland","60409","6584"
"1400000US24003706401","Census Tract 7064.01, Anne Arundel County, Maryland","62165","3510"
"1400000US24015030400","Census Tract 304, Cecil County, Maryland","40750","7251"
"1400000US24005451402","Census Tract 4514.02, Baltimore County, Maryland","47173","10932"
"1400000US24015030505","Census Tract 305.05, Cecil County, Maryland","55431","18638"
"1400000US24015030906","Census Tract 309.06, Cecil County, Maryland","60714","8584"
"1400000US24015031202","Census Tract 312.02, Cecil County, Maryland","53818","16446"
"1400000US24510280200","Census Tract 2802, Baltimore city, Maryland","47451","11706"
"1400000US24031705701","Census Tract 7057.01, Montgomery County, Maryland","149205","17590"
"1400000US24031700904","Census Tract 7009.04, Montgomery County, Maryland","72784","5258"
"1400000US24031702602","Census Tract 7026.02, Montgomery County, Maryland","61723","6551"
"1400000US24005411407","Census Tract 4114.07, Baltimore County, Maryland","50019","10421"
"1400000US24510120100","Census Tract 1201, Baltimore city, Maryland","59107","11952"
"1400000US24027601204","Census Tract 6012.04, Howard County, Maryland","75791","8050"
"1400000US24005491401","Census Tract 4914.01, Baltimore County, Maryland","42315","7420"
