GEO_ID,NAME,total,total.under25K,total.under25K.insured,total.under25K.insured.private,total.under25K.insured.public,total.under25K.uninsured,total.25Kto50K,total.25Kto50K.insured,total.25Kto50K.insured.private,total.25Kto50K.insured.public,total.25Kto50K.uninsured,total.50Kto75K,total.50Kto75K.insured,total.50Kto75K.insured.private,total.50Kto75K.insured.public,total.50Kto75K.uninsured,total.75Kto100K,total.75Kto100K.insured,total.75Kto100K.insured.private,total.75Kto100K.insured.public,total.75Kto100K.uninsured,total.100Kplus,total.100Kplus.insured,total.100Kplus.insured.private,total.100Kplus.insured.public,total.100Kplus.uninsured
1400000US24001000100,"Census Tract 1, Allegany County, Maryland",3488,586,468,176,446,118,815,667,463,406,148,1110,1053,899,311,57,280,273,252,66,7,697,686,672,98,11
1400000US24001000200,"Census Tract 2, Allegany County, Maryland",2804,445,428,169,313,17,843,771,507,554,72,655,655,620,119,0,352,339,335,70,13,509,509,474,68,0
1400000US24001000300,"Census Tract 3, Allegany County, Maryland",2455,455,403,106,396,52,769,738,603,409,31,424,386,290,113,38,391,391,360,65,0,416,369,369,93,47
1400000US24001000400,"Census Tract 4, Allegany County, Maryland",2747,496,496,196,415,0,644,595,392,455,49,485,446,419,127,39,304,276,262,49,28,818,786,688,120,32
1400000US24001000500,"Census Tract 5, Allegany County, Maryland",1780,709,601,122,547,108,346,287,169,174,59,225,167,144,98,58,128,114,89,74,14,372,372,271,147,0
1400000US24001000600,"Census Tract 6, Allegany County, Maryland",2729,774,767,301,591,7,581,561,371,359,20,837,837,743,202,0,193,193,170,65,0,344,327,327,70,17
1400000US24001000700,"Census Tract 7, Allegany County, Maryland",3648,1195,1015,232,906,180,1300,1187,388,952,113,519,511,397,233,8,516,499,344,209,17,118,118,106,47,0
1400000US24001000800,"Census Tract 8, Allegany County, Maryland",2232,927,870,168,814,57,624,558,177,456,66,412,375,249,181,37,167,159,132,45,8,102,102,102,15,0
1400000US24001001000,"Census Tract 10, Allegany County, Maryland",2391,828,768,241,747,60,932,829,251,667,103,262,219,189,131,43,228,200,158,63,28,141,133,126,7,8
1400000US24001001100,"Census Tract 11, Allegany County, Maryland",1249,302,297,99,259,5,349,311,140,213,38,312,200,162,43,112,117,117,117,28,0,169,169,155,62,0
1400000US24001001200,"Census Tract 12, Allegany County, Maryland",2996,442,366,179,253,76,474,416,264,268,58,562,562,465,243,0,489,489,374,228,0,1029,1021,959,233,8
1400000US24001001300,"Census Tract 13, Allegany County, Maryland",2105,380,361,159,286,19,430,415,314,204,15,513,495,449,129,18,409,404,389,93,5,373,365,339,26,8
1400000US24001001401,"Census Tract 14.01, Allegany County, Maryland",3793,365,365,128,323,0,547,526,365,351,21,688,573,472,269,115,509,509,424,181,0,1684,1533,1494,246,151
1400000US24001001402,"Census Tract 14.02, Allegany County, Maryland",1517,333,333,182,226,0,315,305,155,228,10,320,311,303,69,9,173,166,149,27,7,376,311,265,66,65
1400000US24001001502,"Census Tract 15.02, Allegany County, Maryland",1902,212,202,78,202,10,715,715,419,470,0,443,411,381,183,32,266,252,229,64,14,266,252,247,46,14
1400000US24001001503,"Census Tract 15.03, Allegany County, Maryland",1882,215,195,87,169,20,515,415,226,270,100,554,533,449,156,21,215,204,159,65,11,383,340,279,97,43
1400000US24001001600,"Census Tract 16, Allegany County, Maryland",1617,215,203,117,148,12,310,247,198,135,63,314,314,309,116,0,189,185,175,64,4,589,589,495,140,0
1400000US24001001700,"Census Tract 17, Allegany County, Maryland",5119,982,931,672,437,51,1485,1404,994,751,81,771,771,722,161,0,599,564,552,56,35,1282,1282,1282,95,0
1400000US24001001800,"Census Tract 18, Allegany County, Maryland",2829,899,850,734,238,49,592,563,425,188,29,504,485,460,127,19,365,260,222,47,105,469,459,459,75,10
1400000US24001001900,"Census Tract 19, Allegany County, Maryland",2882,359,357,102,338,2,752,698,383,463,54,658,631,521,274,27,508,484,391,212,24,605,604,547,193,1
1400000US24001002000,"Census Tract 20, Allegany County, Maryland",5787,1300,1140,405,938,160,1461,1403,922,950,58,1006,1006,908,478,0,528,511,387,214,17,1492,1425,1353,88,67
1400000US24001002100,"Census Tract 21, Allegany County, Maryland",3117,597,569,174,528,28,823,778,437,598,45,664,656,510,251,8,610,575,497,111,35,423,410,363,85,13
1400000US24001002200,"Census Tract 22, Allegany County, Maryland",3767,712,685,238,652,27,1245,1183,448,907,62,962,909,683,386,53,531,521,368,201,10,317,317,308,42,0
1400000US24003701101,"Census Tract 7011.01, Anne Arundel County, Maryland",4036,180,180,125,98,0,395,386,219,306,9,360,350,306,112,10,403,392,339,134,11,2698,2632,2528,448,66
1400000US24003701102,"Census Tract 7011.02, Anne Arundel County, Maryland",8141,300,290,164,238,10,1059,1011,633,589,48,1651,986,675,449,665,1247,1247,1233,194,0,3884,3774,3444,610,110
1400000US24003701200,"Census Tract 7012, Anne Arundel County, Maryland",8656,204,193,105,164,11,478,458,393,217,20,1025,937,892,191,88,851,836,784,236,15,6098,5929,5494,1146,169
1400000US24003701300,"Census Tract 7013, Anne Arundel County, Maryland",7709,564,489,110,489,75,694,658,323,491,36,481,481,465,134,0,930,930,826,277,0,5040,5025,4814,785,15
1400000US24003701400,"Census Tract 7014, Anne Arundel County, Maryland",3488,326,297,138,253,29,372,372,277,232,0,243,243,233,106,0,312,303,303,55,9,2235,2227,2092,496,8
1400000US24003702100,"Census Tract 7021, Anne Arundel County, Maryland",7106,405,327,247,141,78,632,607,400,437,25,497,481,387,195,16,673,631,480,240,42,4899,4798,4595,697,101
1400000US24003702204,"Census Tract 7022.04, Anne Arundel County, Maryland",4166,67,48,41,22,19,226,215,191,112,11,314,314,314,92,0,365,343,336,42,22,3194,3141,3075,513,53
1400000US24003702205,"Census Tract 7022.05, Anne Arundel County, Maryland",5685,111,93,71,77,18,392,362,349,116,30,465,448,437,124,17,1178,1131,1064,238,47,3539,3429,3150,725,110
1400000US24003702206,"Census Tract 7022.06, Anne Arundel County, Maryland",6488,58,44,44,18,14,357,357,292,159,0,540,508,411,130,32,1003,1003,948,328,0,4530,4367,4270,385,163
1400000US24003702208,"Census Tract 7022.08, Anne Arundel County, Maryland",7000,99,67,42,39,32,341,321,239,154,20,733,689,689,44,44,1034,906,887,65,128,4793,4743,4561,481,50
1400000US24003702209,"Census Tract 7022.09, Anne Arundel County, Maryland",4435,56,56,27,39,0,187,187,141,132,0,82,82,82,9,0,276,267,267,49,9,3834,3785,3747,160,49
1400000US24003702300,"Census Tract 7023, Anne Arundel County, Maryland",5541,130,118,108,54,12,333,316,203,233,17,392,392,345,180,0,644,624,594,87,20,4042,3949,3831,654,93
1400000US24003702402,"Census Tract 7024.02, Anne Arundel County, Maryland",6140,324,324,156,241,0,562,503,447,225,59,523,523,504,116,0,932,932,907,295,0,3799,3673,3450,1107,126
1400000US24003702500,"Census Tract 7025, Anne Arundel County, Maryland",5912,619,466,138,397,153,636,449,274,259,187,1138,848,700,313,290,953,802,413,450,151,2566,2555,2386,651,11
1400000US24003702601,"Census Tract 7026.01, Anne Arundel County, Maryland",5470,160,145,84,90,15,820,820,543,387,0,902,847,668,338,55,671,627,627,93,44,2917,2891,2791,430,26
1400000US24003702602,"Census Tract 7026.02, Anne Arundel County, Maryland",5775,148,144,77,68,4,514,513,386,362,1,632,595,460,318,37,532,519,502,140,13,3949,3885,3725,533,64
1400000US24003702701,"Census Tract 7027.01, Anne Arundel County, Maryland",4130,117,109,76,87,8,582,565,539,182,17,570,530,436,130,40,569,511,483,67,58,2292,2266,2188,205,26
1400000US24003702702,"Census Tract 7027.02, Anne Arundel County, Maryland",3715,98,98,98,17,0,123,123,110,99,0,205,205,193,129,0,161,161,137,106,0,3128,3108,2936,730,20
1400000US24003706101,"Census Tract 7061.01, Anne Arundel County, Maryland",3333,443,434,77,394,9,631,562,329,252,69,137,137,124,79,0,486,450,450,76,36,1636,1624,1539,341,12
1400000US24003706301,"Census Tract 7063.01, Anne Arundel County, Maryland",4210,384,352,183,301,32,738,735,332,573,3,1046,1015,948,362,31,424,424,340,215,0,1618,1431,1353,331,187
1400000US24003706302,"Census Tract 7063.02, Anne Arundel County, Maryland",3096,205,193,111,145,12,451,299,243,145,152,336,336,304,147,0,386,362,346,55,24,1718,1694,1652,341,24
1400000US24003706401,"Census Tract 7064.01, Anne Arundel County, Maryland",7638,248,164,38,164,84,1536,1138,793,506,398,2057,1473,662,855,584,725,443,424,131,282,3072,2579,1967,969,493
1400000US24003706402,"Census Tract 7064.02, Anne Arundel County, Maryland",3019,568,471,135,388,97,529,415,173,312,114,300,287,185,172,13,305,244,217,69,61,1317,1223,984,373,94
1400000US24003706500,"Census Tract 7065, Anne Arundel County, Maryland",5186,465,436,182,331,29,386,343,172,271,43,698,542,429,151,156,763,747,517,329,16,2874,2710,2594,524,164
1400000US24003706600,"Census Tract 7066, Anne Arundel County, Maryland",5350,512,457,216,335,55,702,634,146,523,68,791,617,537,226,174,408,401,377,103,7,2937,2919,2875,377,18
1400000US24003706700,"Census Tract 7067, Anne Arundel County, Maryland",432,10,10,6,4,0,12,12,12,4,0,39,39,39,5,0,214,196,182,60,18,157,152,148,45,5
1400000US24003707001,"Census Tract 7070.01, Anne Arundel County, Maryland",6208,389,356,217,247,33,597,541,406,461,56,844,827,677,379,17,989,944,787,314,45,3389,3244,3071,399,145
1400000US24003707002,"Census Tract 7070.02, Anne Arundel County, Maryland",4861,355,351,248,139,4,259,248,210,99,11,584,568,504,172,16,1126,1116,992,291,10,2537,2509,2350,436,28
1400000US24003708001,"Census Tract 7080.01, Anne Arundel County, Maryland",3738,254,233,137,157,21,345,328,199,197,17,457,420,395,141,37,371,371,361,150,0,2311,2271,2170,445,40
1400000US24003708004,"Census Tract 7080.04, Anne Arundel County, Maryland",5978,1143,1066,278,899,77,507,468,383,287,39,1170,1110,971,256,60,1133,1073,937,214,60,2025,2008,1886,379,17
1400000US24003730100,"Census Tract 7301, Anne Arundel County, Maryland",10696,296,264,227,159,32,717,652,396,445,65,1247,1170,1017,237,77,2058,2008,1847,376,50,6378,6295,6126,561,83
1400000US24003730203,"Census Tract 7302.03, Anne Arundel County, Maryland",5531,956,956,188,884,0,1369,1181,808,456,188,1381,1034,729,544,347,713,678,477,251,35,1112,1046,897,296,66
1400000US24003730204,"Census Tract 7302.04, Anne Arundel County, Maryland",5957,587,587,102,555,0,1211,1211,707,601,0,1642,1558,964,984,84,626,595,552,197,31,1891,1815,1701,367,76
1400000US24003730300,"Census Tract 7303, Anne Arundel County, Maryland",3470,164,150,100,106,14,267,224,135,208,43,590,508,401,183,82,669,498,391,146,171,1780,1668,1501,397,112
1400000US24003730401,"Census Tract 7304.01, Anne Arundel County, Maryland",5262,471,461,152,389,10,844,774,365,556,70,739,666,589,192,73,1039,987,832,245,52,2169,2091,1904,389,78
1400000US24003730402,"Census Tract 7304.02, Anne Arundel County, Maryland",6164,1072,992,430,728,80,938,886,488,553,52,974,853,639,310,121,1278,1060,1023,178,218,1902,1740,1327,566,162
1400000US24003730502,"Census Tract 7305.02, Anne Arundel County, Maryland",5869,613,534,106,494,79,660,578,399,331,82,1389,1358,937,595,31,486,463,427,145,23,2721,2591,2508,361,130
1400000US24003730504,"Census Tract 7305.04, Anne Arundel County, Maryland",7418,323,199,82,153,124,421,411,342,124,10,1404,1334,1297,314,70,1695,1607,1576,132,88,3575,3290,3171,532,285
1400000US24003730505,"Census Tract 7305.05, Anne Arundel County, Maryland",4657,387,345,178,231,42,1424,1180,580,802,244,1337,1243,819,546,94,664,660,635,170,4,845,828,735,110,17
1400000US24003730506,"Census Tract 7305.06, Anne Arundel County, Maryland",3416,671,628,225,462,43,1119,1080,547,610,39,912,728,586,204,184,359,328,284,55,31,355,332,325,27,23
1400000US24003730601,"Census Tract 7306.01, Anne Arundel County, Maryland",6993,157,157,157,82,0,199,199,168,102,0,444,444,424,187,0,335,335,278,136,0,5858,5769,5678,870,89
1400000US24003730603,"Census Tract 7306.03, Anne Arundel County, Maryland",3023,92,92,81,34,0,117,110,96,48,7,502,460,385,181,42,192,192,161,31,0,2120,2097,2025,341,23
1400000US24003730604,"Census Tract 7306.04, Anne Arundel County, Maryland",7148,291,259,231,188,32,327,317,197,194,10,316,289,289,178,27,532,532,462,243,0,5682,5662,5639,494,20
1400000US24003730700,"Census Tract 7307, Anne Arundel County, Maryland",7429,181,181,138,96,0,330,330,303,129,0,566,566,387,358,0,1232,1173,1068,247,59,5120,4936,4733,812,184
1400000US24003730800,"Census Tract 7308, Anne Arundel County, Maryland",2463,74,63,58,41,11,122,117,101,58,5,105,99,99,61,6,138,121,109,58,17,2024,1971,1934,286,53
1400000US24003730901,"Census Tract 7309.01, Anne Arundel County, Maryland",2483,39,39,24,30,0,247,247,226,111,0,211,211,186,50,0,210,203,181,103,7,1776,1767,1739,278,9
1400000US24003730902,"Census Tract 7309.02, Anne Arundel County, Maryland",4090,119,119,82,103,0,176,163,125,79,13,289,235,189,105,54,324,324,324,53,0,3182,3163,3052,579,19
1400000US24003731002,"Census Tract 7310.02, Anne Arundel County, Maryland",3568,164,158,140,43,6,393,365,312,153,28,343,304,261,151,39,353,317,300,140,36,2315,2156,2006,388,159
1400000US24003731003,"Census Tract 7310.03, Anne Arundel County, Maryland",4142,99,89,71,56,10,411,411,401,116,0,587,580,520,153,7,586,560,533,157,26,2459,2440,2302,335,19
1400000US24003731004,"Census Tract 7310.04, Anne Arundel County, Maryland",4349,200,192,127,152,8,183,158,136,71,25,661,632,576,144,29,511,511,380,146,0,2794,2711,2623,414,83
1400000US24003731102,"Census Tract 7311.02, Anne Arundel County, Maryland",7606,262,262,132,262,0,529,443,384,172,86,761,678,628,144,83,781,748,657,163,33,5273,5203,5038,594,70
1400000US24003731103,"Census Tract 7311.03, Anne Arundel County, Maryland",5132,313,230,206,43,83,358,294,237,114,64,514,505,385,292,9,676,656,599,132,20,3271,3225,3101,576,46
1400000US24003731104,"Census Tract 7311.04, Anne Arundel County, Maryland",4296,92,92,25,92,0,331,241,143,197,90,516,505,455,90,11,662,630,586,94,32,2695,2553,2517,286,142
1400000US24003731105,"Census Tract 7311.05, Anne Arundel County, Maryland",3507,161,130,91,85,31,392,347,229,167,45,494,481,441,78,13,572,572,463,190,0,1888,1848,1753,376,40
1400000US24003731201,"Census Tract 7312.01, Anne Arundel County, Maryland",6395,290,290,226,173,0,252,252,162,156,0,404,386,355,115,18,711,711,537,244,0,4738,4631,4560,742,107
1400000US24003731202,"Census Tract 7312.02, Anne Arundel County, Maryland",7840,155,155,60,141,0,797,783,443,628,14,1024,926,776,338,98,998,834,765,278,164,4866,4768,4525,614,98
1400000US24003731203,"Census Tract 7312.03, Anne Arundel County, Maryland",7066,137,100,82,55,37,595,562,465,267,33,839,839,726,313,0,871,853,781,251,18,4624,4553,4466,528,71
1400000US24003731204,"Census Tract 7312.04, Anne Arundel County, Maryland",6235,373,341,240,262,32,611,430,414,157,181,1485,1437,1056,522,48,477,477,457,20,0,3289,3178,3070,220,111
1400000US24003731303,"Census Tract 7313.03, Anne Arundel County, Maryland",6792,288,259,161,154,29,1204,1041,618,751,163,538,531,483,244,7,706,706,625,146,0,4056,4002,3899,558,54
1400000US24003731306,"Census Tract 7313.06, Anne Arundel County, Maryland",5891,381,381,162,343,0,613,548,394,321,65,448,436,316,177,12,1031,1013,870,293,18,3418,3280,3080,454,138
1400000US24003731307,"Census Tract 7313.07, Anne Arundel County, Maryland",6472,502,502,284,325,0,819,667,499,277,152,861,786,689,244,75,1092,1039,937,153,53,3198,3098,3026,204,100
1400000US24003731308,"Census Tract 7313.08, Anne Arundel County, Maryland",3883,257,238,133,202,19,189,181,117,118,8,612,600,485,257,12,694,687,577,181,7,2131,2024,1758,527,107
1400000US24003731309,"Census Tract 7313.09, Anne Arundel County, Maryland",5830,319,272,100,223,47,1044,1017,515,652,27,904,858,743,149,46,1094,1034,727,357,60,2469,2419,2239,423,50
1400000US24003731310,"Census Tract 7313.10, Anne Arundel County, Maryland",5561,230,230,87,177,0,733,716,389,425,17,1031,996,818,546,35,732,693,630,287,39,2835,2573,2449,314,262
1400000US24003731311,"Census Tract 7313.11, Anne Arundel County, Maryland",7941,216,173,56,150,43,589,589,498,227,0,997,965,887,312,32,1360,1302,1159,382,58,4779,4608,4198,574,171
1400000US24003740102,"Census Tract 7401.02, Anne Arundel County, Maryland",10167,475,370,93,294,105,1000,887,658,327,113,1243,1243,1016,379,0,921,910,803,202,11,6528,6215,6029,773,313
1400000US24003740103,"Census Tract 7401.03, Anne Arundel County, Maryland",8501,395,295,191,254,100,654,602,332,428,52,828,767,642,302,61,1429,1345,1194,424,84,5195,5177,4770,1077,18
1400000US24003740104,"Census Tract 7401.04, Anne Arundel County, Maryland",8414,659,601,145,497,58,961,867,594,587,94,1154,1154,893,397,0,971,876,821,126,95,4669,4595,4292,527,74
1400000US24003740105,"Census Tract 7401.05, Anne Arundel County, Maryland",3724,346,323,19,323,23,836,731,428,447,105,678,605,556,84,73,657,591,562,42,66,1207,1038,1022,91,169
1400000US24003740201,"Census Tract 7402.01, Anne Arundel County, Maryland",7453,366,350,256,331,16,1416,1354,589,920,62,1172,1036,918,303,136,1348,1348,1187,297,0,3151,2900,2754,573,251
1400000US24003740203,"Census Tract 7402.03, Anne Arundel County, Maryland",6328,230,205,139,145,25,271,255,168,166,16,533,497,476,212,36,802,748,722,169,54,4492,4352,4295,545,140
1400000US24003740303,"Census Tract 7403.03, Anne Arundel County, Maryland",4497,462,208,62,162,254,302,292,265,126,10,680,680,530,296,0,550,461,443,132,89,2503,2439,2382,187,64
1400000US24003740304,"Census Tract 7403.04, Anne Arundel County, Maryland",5044,321,310,201,211,11,390,335,263,134,55,586,555,544,121,31,838,825,777,193,13,2909,2846,2742,297,63
1400000US24003740305,"Census Tract 7403.05, Anne Arundel County, Maryland",11299,990,860,322,673,130,1280,1015,550,604,265,1376,1316,1099,492,60,2105,2067,1809,550,38,5548,5310,5036,841,238
1400000US24003740400,"Census Tract 7404, Anne Arundel County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US24003740500,"Census Tract 7405, Anne Arundel County, Maryland",10647,210,210,169,41,0,741,617,332,348,124,1070,1050,891,297,20,1670,1453,1384,135,217,6956,6476,6194,642,480
1400000US24003740601,"Census Tract 7406.01, Anne Arundel County, Maryland",3231,96,96,96,11,0,775,747,721,44,28,596,596,596,25,0,573,524,524,20,49,1191,1191,1191,59,0
1400000US24003740602,"Census Tract 7406.02, Anne Arundel County, Maryland",2676,344,344,344,0,0,611,576,570,6,35,692,661,636,282,31,327,327,327,33,0,702,684,642,155,18
1400000US24003740603,"Census Tract 7406.03, Anne Arundel County, Maryland",1213,80,67,27,40,13,275,275,257,18,0,334,334,310,45,0,42,42,42,0,0,482,462,462,4,20
1400000US24003740701,"Census Tract 7407.01, Anne Arundel County, Maryland",5614,259,205,100,183,54,424,370,292,194,54,1099,1063,1016,251,36,878,849,807,281,29,2954,2878,2849,336,76
1400000US24003740702,"Census Tract 7407.02, Anne Arundel County, Maryland",9430,346,346,334,231,0,790,790,710,457,0,663,643,643,378,20,1544,1529,1425,314,15,6087,6009,5888,527,78
1400000US24003740800,"Census Tract 7408, Anne Arundel County, Maryland",4510,158,138,121,73,20,457,388,310,253,69,504,482,440,215,22,477,455,447,137,22,2914,2885,2748,669,29
1400000US24003740900,"Census Tract 7409, Anne Arundel County, Maryland",7726,522,458,293,313,64,935,656,304,468,279,756,596,455,380,160,1830,1769,1364,489,61,3683,3614,3543,475,69
1400000US24003741000,"Census Tract 7410, Anne Arundel County, Maryland",2408,52,47,37,38,5,158,130,65,106,28,119,112,92,26,7,289,289,233,92,0,1790,1741,1704,206,49
1400000US24003750101,"Census Tract 7501.01, Anne Arundel County, Maryland",4245,531,397,175,345,134,848,822,287,690,26,681,619,358,344,62,1215,1165,814,467,50,970,904,779,218,66
1400000US24003750102,"Census Tract 7501.02, Anne Arundel County, Maryland",2885,510,445,125,431,65,430,397,158,297,33,502,420,299,164,82,639,608,314,342,31,804,782,691,130,22
1400000US24003750201,"Census Tract 7502.01, Anne Arundel County, Maryland",3031,571,528,239,387,43,784,717,375,467,67,360,295,237,122,65,441,273,159,167,168,875,775,500,365,100
1400000US24003750202,"Census Tract 7502.02, Anne Arundel County, Maryland",3369,263,242,92,235,21,608,570,213,491,38,339,320,197,229,19,1006,925,401,574,81,1153,1141,1041,189,12
1400000US24003750203,"Census Tract 7502.03, Anne Arundel County, Maryland",1076,73,55,36,34,18,152,130,115,58,22,322,322,228,146,0,198,198,184,30,0,331,331,295,55,0
1400000US24003750300,"Census Tract 7503, Anne Arundel County, Maryland",2943,277,277,147,193,0,289,255,154,178,34,428,382,302,145,46,307,307,287,24,0,1642,1530,1376,343,112
1400000US24003750400,"Census Tract 7504, Anne Arundel County, Maryland",3934,187,168,94,141,19,477,467,317,361,10,462,449,394,244,13,467,401,387,168,66,2341,2302,2168,355,39
1400000US24003750801,"Census Tract 7508.01, Anne Arundel County, Maryland",6344,201,166,84,127,35,750,647,504,462,103,728,590,552,177,138,1146,1119,1034,189,27,3519,3426,3255,544,93
1400000US24003750803,"Census Tract 7508.03, Anne Arundel County, Maryland",7536,902,843,166,792,59,1761,1385,749,830,376,2272,2031,1203,1042,241,1355,1323,1110,320,32,1246,1212,1141,167,34
1400000US24003750804,"Census Tract 7508.04, Anne Arundel County, Maryland",3576,609,601,177,540,8,596,576,418,445,20,642,642,522,227,0,541,531,454,145,10,1188,1032,975,93,156
1400000US24003750900,"Census Tract 7509, Anne Arundel County, Maryland",2936,297,286,153,266,11,538,463,201,353,75,645,527,382,259,118,431,407,278,230,24,1025,1010,973,143,15
1400000US24003751000,"Census Tract 7510, Anne Arundel County, Maryland",4174,181,145,110,90,36,1107,1008,502,664,99,1127,898,724,298,229,451,398,352,121,53,1308,1258,1190,149,50
1400000US24003751102,"Census Tract 7511.02, Anne Arundel County, Maryland",3793,524,501,264,392,23,723,723,450,422,0,844,787,618,320,57,405,376,331,159,29,1297,1221,1130,177,76
1400000US24003751103,"Census Tract 7511.03, Anne Arundel County, Maryland",5083,329,329,44,329,0,1097,1025,696,715,72,1272,1133,950,508,139,384,369,324,162,15,2001,1811,1470,629,190
1400000US24003751200,"Census Tract 7512, Anne Arundel County, Maryland",4214,122,122,29,113,0,573,497,411,266,76,341,311,253,117,30,627,627,604,112,0,2551,2420,2193,349,131
1400000US24003751400,"Census Tract 7514, Anne Arundel County, Maryland",3859,223,161,83,161,62,508,436,362,166,72,410,318,282,142,92,345,337,316,125,8,2373,2280,2203,375,93
1400000US24003751500,"Census Tract 7515, Anne Arundel County, Maryland",6924,551,452,247,249,99,806,698,426,426,108,1720,1596,1373,372,124,1649,1634,1279,480,15,2198,2011,1820,319,187
1400000US24003751600,"Census Tract 7516, Anne Arundel County, Maryland",4897,340,328,247,328,12,672,658,566,502,14,841,841,646,518,0,755,665,558,478,90,2289,2289,2170,867,0
1400000US24003751700,"Census Tract 7517, Anne Arundel County, Maryland",2756,98,98,50,48,0,108,108,77,72,0,74,74,74,46,0,200,200,177,76,0,2276,2258,2187,294,18
1400000US24003980000,"Census Tract 9800, Anne Arundel County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US24003990000,"Census Tract 9900, Anne Arundel County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US24005400100,"Census Tract 4001, Baltimore County, Maryland",4444,489,489,387,489,0,1363,1363,579,1348,0,771,771,675,463,0,336,336,336,223,0,1485,1383,1258,318,102
1400000US24005400200,"Census Tract 4002, Baltimore County, Maryland",2278,235,153,77,76,82,400,286,236,88,114,338,299,287,75,39,403,389,359,47,14,902,902,890,63,0
1400000US24005400400,"Census Tract 4004, Baltimore County, Maryland",5544,225,210,170,54,15,537,537,409,488,0,648,631,486,339,17,534,510,467,175,24,3600,3371,3128,461,229
1400000US24005400500,"Census Tract 4005, Baltimore County, Maryland",2490,85,85,70,62,0,123,123,97,83,0,140,140,111,58,0,190,190,190,32,0,1952,1947,1920,217,5
1400000US24005400600,"Census Tract 4006, Baltimore County, Maryland",2902,171,161,70,142,10,340,315,108,268,25,535,471,357,156,64,514,492,430,171,22,1342,1313,1298,72,29
1400000US24005400701,"Census Tract 4007.01, Baltimore County, Maryland",2896,215,177,128,72,38,392,392,258,186,0,670,661,623,126,9,418,309,301,38,109,1201,1121,1101,54,80
1400000US24005400702,"Census Tract 4007.02, Baltimore County, Maryland",1930,64,59,24,43,5,205,195,144,81,10,323,260,185,109,63,134,130,130,4,4,1204,1119,1090,107,85
1400000US24005400800,"Census Tract 4008, Baltimore County, Maryland",2524,70,70,54,52,0,431,420,202,299,11,501,367,259,119,134,348,282,282,37,66,1174,1167,1056,218,7
1400000US24005400900,"Census Tract 4009, Baltimore County, Maryland",2043,233,180,82,149,53,388,306,145,218,82,329,311,293,44,18,284,248,218,61,36,809,800,745,87,9
1400000US24005401000,"Census Tract 4010, Baltimore County, Maryland",2153,98,94,65,68,4,359,339,157,207,20,244,244,222,64,0,166,166,166,28,0,1286,1277,1238,122,9
1400000US24005401101,"Census Tract 4011.01, Baltimore County, Maryland",5871,865,700,196,570,165,524,516,357,232,8,1675,1394,1180,361,281,1048,863,822,148,185,1759,1759,1649,345,0
1400000US24005401102,"Census Tract 4011.02, Baltimore County, Maryland",1002,146,142,62,106,4,163,163,112,80,0,251,243,203,63,8,157,157,151,43,0,285,259,226,56,26
1400000US24005401200,"Census Tract 4012, Baltimore County, Maryland",2873,259,247,165,191,12,344,344,253,224,0,579,511,465,243,68,538,511,355,253,27,1153,1093,961,216,60
1400000US24005401301,"Census Tract 4013.01, Baltimore County, Maryland",3621,287,214,78,214,73,726,684,441,337,42,1085,1003,464,731,82,432,409,342,139,23,1091,1071,990,273,20
1400000US24005401302,"Census Tract 4013.02, Baltimore County, Maryland",2728,459,433,254,336,26,670,617,522,201,53,480,460,449,64,20,455,362,296,93,93,664,653,543,152,11
1400000US24005401400,"Census Tract 4014, Baltimore County, Maryland",1718,50,50,50,10,0,117,117,44,117,0,212,212,205,23,0,330,237,189,77,93,1009,975,948,145,34
1400000US24005401503,"Census Tract 4015.03, Baltimore County, Maryland",6451,146,146,129,146,0,782,761,552,470,21,851,851,774,246,0,1187,1164,1057,273,23,3485,3433,3354,289,52
1400000US24005401504,"Census Tract 4015.04, Baltimore County, Maryland",6426,198,123,40,97,75,767,640,389,305,127,1394,1216,853,648,178,1338,1266,985,463,72,2729,2582,2421,414,147
1400000US24005401505,"Census Tract 4015.05, Baltimore County, Maryland",4332,492,476,235,425,16,757,757,606,286,0,601,545,380,283,56,726,693,549,168,33,1756,1756,1619,362,0
1400000US24005401506,"Census Tract 4015.06, Baltimore County, Maryland",5197,318,279,181,194,39,821,665,424,293,156,757,640,590,74,117,1175,1083,903,207,92,2126,2114,2052,136,12
1400000US24005401507,"Census Tract 4015.07, Baltimore County, Maryland",6056,179,179,46,145,0,2569,2153,1406,862,416,1078,634,532,117,444,579,561,454,146,18,1651,1622,1529,175,29
1400000US24005402201,"Census Tract 4022.01, Baltimore County, Maryland",3234,154,145,98,89,9,297,290,148,207,7,524,510,483,110,14,607,547,489,167,60,1652,1638,1582,217,14
1400000US24005402202,"Census Tract 4022.02, Baltimore County, Maryland",1513,79,66,18,60,13,42,36,8,28,6,123,123,51,83,0,251,251,222,67,0,1018,920,849,185,98
1400000US24005402302,"Census Tract 4023.02, Baltimore County, Maryland",5504,415,370,39,362,45,676,603,306,392,73,841,744,439,420,97,779,768,647,207,11,2793,2624,2261,561,169
