GEO_ID,NAME,MHHI
1400000US24033801313,"Census Tract 8013.13, Prince George's County, Maryland",115833
1400000US24510270102,"Census Tract 2701.02, Baltimore city, Maryland",50563
1400000US24025303205,"Census Tract 3032.05, Harford County, Maryland",115458
1400000US24510130700,"Census Tract 1307, Baltimore city, Maryland",53796
1400000US24043011202,"Census Tract 112.02, Washington County, Maryland",61277
1400000US24005402509,"Census Tract 4025.09, Baltimore County, Maryland",85380
1400000US24031701304,"Census Tract 7013.04, Montgomery County, Maryland",123359
1400000US24031701703,"Census Tract 7017.03, Montgomery County, Maryland",82986
1400000US24003730700,"Census Tract 7307, Anne Arundel County, Maryland",114007
1400000US24005403602,"Census Tract 4036.02, Baltimore County, Maryland",81183
1400000US24005441000,"Census Tract 4410, Baltimore County, Maryland",52802
1400000US24510130600,"Census Tract 1306, Baltimore city, Maryland",58030
1400000US24003731310,"Census Tract 7313.10, Anne Arundel County, Maryland",98021
1400000US24003731311,"Census Tract 7313.11, Anne Arundel County, Maryland",95459
1400000US24005404800,"Census Tract 4048, Baltimore County, Maryland",108750
1400000US24033800413,"Census Tract 8004.13, Prince George's County, Maryland",83277
1400000US24031700723,"Census Tract 7007.23, Montgomery County, Maryland",53829
1400000US24005492001,"Census Tract 4920.01, Baltimore County, Maryland",55577
1400000US24035810200,"Census Tract 8102, Queen Anne's County, Maryland",69519
1400000US24031703213,"Census Tract 7032.13, Montgomery County, Maryland",49587
1400000US24021773500,"Census Tract 7735, Frederick County, Maryland",85101
1400000US24031700832,"Census Tract 7008.32, Montgomery County, Maryland",62071
1400000US24005420500,"Census Tract 4205, Baltimore County, Maryland",54235
1400000US24005420900,"Census Tract 4209, Baltimore County, Maryland",45199
1400000US24009860501,"Census Tract 8605.01, Calvert County, Maryland",129625
1400000US24027606905,"Census Tract 6069.05, Howard County, Maryland",102821
1400000US24005408505,"Census Tract 4085.05, Baltimore County, Maryland",89938
1400000US24031703701,"Census Tract 7037.01, Montgomery County, Maryland",66064
1400000US24045010702,"Census Tract 107.02, Wicomico County, Maryland",52209
1400000US24031701701,"Census Tract 7017.01, Montgomery County, Maryland",71958
1400000US24033801211,"Census Tract 8012.11, Prince George's County, Maryland",96544
1400000US24003706402,"Census Tract 7064.02, Anne Arundel County, Maryland",54583
1400000US24031700905,"Census Tract 7009.05, Montgomery County, Maryland",83008
1400000US24005400702,"Census Tract 4007.02, Baltimore County, Maryland",81250
1400000US24005452300,"Census Tract 4523, Baltimore County, Maryland",51172
1400000US24001002000,"Census Tract 20, Allegany County, Maryland",52014
1400000US24005402307,"Census Tract 4023.07, Baltimore County, Maryland",52808
1400000US24017850902,"Census Tract 8509.02, Charles County, Maryland",85797
1400000US24033801217,"Census Tract 8012.17, Prince George's County, Maryland",103250
1400000US24021740200,"Census Tract 7402, Frederick County, Maryland",78691
1400000US24027605104,"Census Tract 6051.04, Howard County, Maryland",210889
1400000US24037875802,"Census Tract 8758.02, St. Mary's County, Maryland",100650
1400000US24033804801,"Census Tract 8048.01, Prince George's County, Maryland",40444
1400000US24031702601,"Census Tract 7026.01, Montgomery County, Maryland",70341
1400000US24003731105,"Census Tract 7311.05, Anne Arundel County, Maryland",94917
1400000US24025303900,"Census Tract 3039, Harford County, Maryland",67993
1400000US24025306300,"Census Tract 3063, Harford County, Maryland",96667
1400000US24031703212,"Census Tract 7032.12, Montgomery County, Maryland",107031
1400000US24013507704,"Census Tract 5077.04, Carroll County, Maryland",78319
1400000US24033807404,"Census Tract 8074.04, Prince George's County, Maryland",80240
1400000US24031701702,"Census Tract 7017.02, Montgomery County, Maryland",57917
1400000US24009861001,"Census Tract 8610.01, Calvert County, Maryland",106513
1400000US24009861004,"Census Tract 8610.04, Calvert County, Maryland",80971
1400000US24033800516,"Census Tract 8005.16, Prince George's County, Maryland",85785
1400000US24510260402,"Census Tract 2604.02, Baltimore city, Maryland",40994
1400000US24045010300,"Census Tract 103, Wicomico County, Maryland",87926
1400000US24031701215,"Census Tract 7012.15, Montgomery County, Maryland",79153
1400000US24021775400,"Census Tract 7754, Frederick County, Maryland",57530
1400000US24031703220,"Census Tract 7032.20, Montgomery County, Maryland",64306
1400000US24003731303,"Census Tract 7313.03, Anne Arundel County, Maryland",107517
1400000US24033802501,"Census Tract 8025.01, Prince George's County, Maryland",53565
1400000US24033803514,"Census Tract 8035.14, Prince George's County, Maryland",84792
1400000US24043010200,"Census Tract 102, Washington County, Maryland",74375
1400000US24027601107,"Census Tract 6011.07, Howard County, Maryland",64844
1400000US24031700816,"Census Tract 7008.16, Montgomery County, Maryland",73225
1400000US24031700616,"Census Tract 7006.16, Montgomery County, Maryland",145179
1400000US24005492402,"Census Tract 4924.02, Baltimore County, Maryland",77925
1400000US24031703000,"Census Tract 7030, Montgomery County, Maryland",99688
1400000US24005452000,"Census Tract 4520, Baltimore County, Maryland",52734
1400000US24039930300,"Census Tract 9303, Somerset County, Maryland",47336
1400000US24003730505,"Census Tract 7305.05, Anne Arundel County, Maryland",50483
1400000US24025301702,"Census Tract 3017.02, Harford County, Maryland",77168
1400000US24009860200,"Census Tract 8602, Calvert County, Maryland",106458
1400000US24510280302,"Census Tract 2803.02, Baltimore city, Maryland",36146
1400000US24031701007,"Census Tract 7010.07, Montgomery County, Maryland",106550
1400000US24510060200,"Census Tract 602, Baltimore city, Maryland",49403
1400000US24013514201,"Census Tract 5142.01, Carroll County, Maryland",102452
1400000US24033806710,"Census Tract 8067.10, Prince George's County, Maryland",69167
1400000US24031700812,"Census Tract 7008.12, Montgomery County, Maryland",80850
1400000US24003751102,"Census Tract 7511.02, Anne Arundel County, Maryland",64201
1400000US24031701005,"Census Tract 7010.05, Montgomery County, Maryland",119038
1400000US24031701315,"Census Tract 7013.15, Montgomery County, Maryland",105930
1400000US24005404402,"Census Tract 4044.02, Baltimore County, Maryland",114875
1400000US24013505208,"Census Tract 5052.08, Carroll County, Maryland",83636
1400000US24033805602,"Census Tract 8056.02, Prince George's County, Maryland",53276
1400000US24003702601,"Census Tract 7026.01, Anne Arundel County, Maryland",97866
1400000US24510130805,"Census Tract 1308.05, Baltimore city, Maryland",50333
1400000US24510100100,"Census Tract 1001, Baltimore city, Maryland",24665
1400000US24033803612,"Census Tract 8036.12, Prince George's County, Maryland",49783
1400000US24510140100,"Census Tract 1401, Baltimore city, Maryland",34859
1400000US24027602800,"Census Tract 6028, Howard County, Maryland",104295
1400000US24005440400,"Census Tract 4404, Baltimore County, Maryland",63640
1400000US24033806900,"Census Tract 8069, Prince George's County, Maryland",74977
1400000US24003750900,"Census Tract 7509, Anne Arundel County, Maryland",59815
1400000US24005492200,"Census Tract 4922, Baltimore County, Maryland",65399
1400000US24510040100,"Census Tract 401, Baltimore city, Maryland",49534
1400000US24005402503,"Census Tract 4025.03, Baltimore County, Maryland",40750
1400000US24005421300,"Census Tract 4213, Baltimore County, Maryland",32697
1400000US24510160802,"Census Tract 1608.02, Baltimore city, Maryland",30417
1400000US24043010100,"Census Tract 101, Washington County, Maryland",51181
1400000US24031703302,"Census Tract 7033.02, Montgomery County, Maryland",78614
1400000US24025302901,"Census Tract 3029.01, Harford County, Maryland",28654
1400000US24011955201,"Census Tract 9552.01, Caroline County, Maryland",64234
1400000US24017850500,"Census Tract 8505, Charles County, Maryland",107750
1400000US24033801302,"Census Tract 8013.02, Prince George's County, Maryland",113125
1400000US24510140200,"Census Tract 1402, Baltimore city, Maryland",15265
1400000US24031700101,"Census Tract 7001.01, Montgomery County, Maryland",162813
1400000US24031700713,"Census Tract 7007.13, Montgomery County, Maryland",49293
1400000US24037875000,"Census Tract 8750, St. Mary's County, Maryland",91927
1400000US24510100200,"Census Tract 1002, Baltimore city, Maryland",10013
1400000US24005411202,"Census Tract 4112.02, Baltimore County, Maryland",90313
1400000US24015030503,"Census Tract 305.03, Cecil County, Maryland",49475
1400000US24041960900,"Census Tract 9609, Talbot County, Maryland",63846
1400000US24033802106,"Census Tract 8021.06, Prince George's County, Maryland",52700
1400000US24017850201,"Census Tract 8502.01, Charles County, Maryland",75577
1400000US24510080101,"Census Tract 801.01, Baltimore city, Maryland",53542
1400000US24031701213,"Census Tract 7012.13, Montgomery County, Maryland",117813
1400000US24027606603,"Census Tract 6066.03, Howard County, Maryland",79133
1400000US24005421200,"Census Tract 4212, Baltimore County, Maryland",44851
1400000US24003730603,"Census Tract 7306.03, Anne Arundel County, Maryland",113512
1400000US24025301108,"Census Tract 3011.08, Harford County, Maryland",117096
1400000US24015031301,"Census Tract 313.01, Cecil County, Maryland",69086
1400000US24003702500,"Census Tract 7025, Anne Arundel County, Maryland",70714
1400000US24003730601,"Census Tract 7306.01, Anne Arundel County, Maryland",142314
1400000US24005491701,"Census Tract 4917.01, Baltimore County, Maryland",84954
1400000US24009860701,"Census Tract 8607.01, Calvert County, Maryland",79615
1400000US24033801005,"Census Tract 8010.05, Prince George's County, Maryland",127500
1400000US24037875500,"Census Tract 8755, St. Mary's County, Maryland",92871
1400000US24003751700,"Census Tract 7517, Anne Arundel County, Maryland",157946
1400000US24033801215,"Census Tract 8012.15, Prince George's County, Maryland",106658
1400000US24510070300,"Census Tract 703, Baltimore city, Maryland",20250
1400000US24003730604,"Census Tract 7306.04, Anne Arundel County, Maryland",130865
1400000US24003730902,"Census Tract 7309.02, Anne Arundel County, Maryland",133333
1400000US24005491000,"Census Tract 4910, Baltimore County, Maryland",128636
1400000US24033802804,"Census Tract 8028.04, Prince George's County, Maryland",66769
1400000US24003740601,"Census Tract 7406.01, Anne Arundel County, Maryland",60980
1400000US24005430104,"Census Tract 4301.04, Baltimore County, Maryland",55929
1400000US24033803519,"Census Tract 8035.19, Prince George's County, Maryland",79100
1400000US24031701417,"Census Tract 7014.17, Montgomery County, Maryland",60280
1400000US24031705902,"Census Tract 7059.02, Montgomery County, Maryland",186125
1400000US24021767600,"Census Tract 7676, Frederick County, Maryland",83618
1400000US24031700718,"Census Tract 7007.18, Montgomery County, Maryland",113816
1400000US24031701602,"Census Tract 7016.02, Montgomery County, Maryland",61005
1400000US24021750701,"Census Tract 7507.01, Frederick County, Maryland",91958
1400000US24021765100,"Census Tract 7651, Frederick County, Maryland",50650
1400000US24025301401,"Census Tract 3014.01, Harford County, Maryland",69705
1400000US24033802107,"Census Tract 8021.07, Prince George's County, Maryland",54609
1400000US24043010700,"Census Tract 107, Washington County, Maryland",45776
1400000US24047950100,"Census Tract 9501, Worcester County, Maryland",67188
1400000US24031700311,"Census Tract 7003.11, Montgomery County, Maryland",131583
1400000US24005411302,"Census Tract 4113.02, Baltimore County, Maryland",105833
1400000US24005450100,"Census Tract 4501, Baltimore County, Maryland",50575
1400000US24013509002,"Census Tract 5090.02, Carroll County, Maryland",79375
1400000US24033806601,"Census Tract 8066.01, Prince George's County, Maryland",54708
1400000US24031701101,"Census Tract 7011.01, Montgomery County, Maryland",97000
1400000US24003702209,"Census Tract 7022.09, Anne Arundel County, Maryland",138818
1400000US24021752802,"Census Tract 7528.02, Frederick County, Maryland",95857
1400000US24005403201,"Census Tract 4032.01, Baltimore County, Maryland",65152
1400000US24005491300,"Census Tract 4913, Baltimore County, Maryland",58953
1400000US24005492600,"Census Tract 4926, Baltimore County, Maryland",68810
1400000US24035810500,"Census Tract 8105, Queen Anne's County, Maryland",82188
1400000US24031703221,"Census Tract 7032.21, Montgomery County, Maryland",104571
1400000US24013514202,"Census Tract 5142.02, Carroll County, Maryland",106029
1400000US24031701316,"Census Tract 7013.16, Montgomery County, Maryland",113818
1400000US24005430300,"Census Tract 4303, Baltimore County, Maryland",44583
1400000US24033802700,"Census Tract 8027, Prince George's County, Maryland",47833
1400000US24510130806,"Census Tract 1308.06, Baltimore city, Maryland",54297
1400000US24017851400,"Census Tract 8514, Charles County, Maryland",123955
1400000US24021752202,"Census Tract 7522.02, Frederick County, Maryland",107721
1400000US24021750100,"Census Tract 7501, Frederick County, Maryland",51250
1400000US24003740800,"Census Tract 7408, Anne Arundel County, Maryland",104688
1400000US24031703214,"Census Tract 7032.14, Montgomery County, Maryland",43942
1400000US24001002200,"Census Tract 22, Allegany County, Maryland",39598
1400000US24003730204,"Census Tract 7302.04, Anne Arundel County, Maryland",71308
1400000US24005404600,"Census Tract 4046, Baltimore County, Maryland",74948
1400000US24033801310,"Census Tract 8013.10, Prince George's County, Maryland",138670
1400000US24033803524,"Census Tract 8035.24, Prince George's County, Maryland",81696
1400000US24037876100,"Census Tract 8761, St. Mary's County, Maryland",105595
1400000US24031703902,"Census Tract 7039.02, Montgomery County, Maryland",75345
1400000US24027606901,"Census Tract 6069.01, Howard County, Maryland",78548
1400000US24005450400,"Census Tract 4504, Baltimore County, Maryland",63000
1400000US24005490400,"Census Tract 4904, Baltimore County, Maryland",157500
1400000US24033800520,"Census Tract 8005.20, Prince George's County, Maryland",99563
1400000US24510250401,"Census Tract 2504.01, Baltimore city, Maryland",33333
1400000US24033803521,"Census Tract 8035.21, Prince George's County, Maryland",103357
1400000US24033805201,"Census Tract 8052.01, Prince George's County, Maryland",50318
1400000US24033800108,"Census Tract 8001.08, Prince George's County, Maryland",69167
1400000US24510270302,"Census Tract 2703.02, Baltimore city, Maryland",65893
1400000US24039930101,"Census Tract 9301.01, Somerset County, Maryland",26662
1400000US24043000400,"Census Tract 4, Washington County, Maryland",16518
1400000US24510040200,"Census Tract 402, Baltimore city, Maryland",9801
1400000US24033803605,"Census Tract 8036.05, Prince George's County, Maryland",78696
1400000US24510271900,"Census Tract 2719, Baltimore city, Maryland",57458
1400000US24027602303,"Census Tract 6023.03, Howard County, Maryland",156513
1400000US24005403701,"Census Tract 4037.01, Baltimore County, Maryland",83434
1400000US24013514100,"Census Tract 5141, Carroll County, Maryland",99185
1400000US24031700104,"Census Tract 7001.04, Montgomery County, Maryland",116667
1400000US24031700611,"Census Tract 7006.11, Montgomery County, Maryland",141515
1400000US24510150200,"Census Tract 1502, Baltimore city, Maryland",25156
1400000US24510260401,"Census Tract 2604.01, Baltimore city, Maryland",25567
1400000US24037875201,"Census Tract 8752.01, St. Mary's County, Maryland",86055
1400000US24003702100,"Census Tract 7021, Anne Arundel County, Maryland",108214
1400000US24025304201,"Census Tract 3042.01, Harford County, Maryland",107094
1400000US24033803900,"Census Tract 8039, Prince George's County, Maryland",69000
1400000US24047951100,"Census Tract 9511, Worcester County, Maryland",76212
1400000US24025301704,"Census Tract 3017.04, Harford County, Maryland",74036
1400000US24027606604,"Census Tract 6066.04, Howard County, Maryland",91324
1400000US24005490701,"Census Tract 4907.01, Baltimore County, Maryland",94091
1400000US24043000800,"Census Tract 8, Washington County, Maryland",33721
1400000US24031700819,"Census Tract 7008.19, Montgomery County, Maryland",87159
1400000US24033801704,"Census Tract 8017.04, Prince George's County, Maryland",55413
1400000US24510261000,"Census Tract 2610, Baltimore city, Maryland",40732
1400000US24035810901,"Census Tract 8109.01, Queen Anne's County, Maryland",104730
1400000US24031703208,"Census Tract 7032.08, Montgomery County, Maryland",119708
1400000US24033802502,"Census Tract 8025.02, Prince George's County, Maryland",71190
1400000US24005407001,"Census Tract 4070.01, Baltimore County, Maryland",92344
1400000US24031703207,"Census Tract 7032.07, Montgomery County, Maryland",59265
1400000US24025303204,"Census Tract 3032.04, Harford County, Maryland",74674
1400000US24031700823,"Census Tract 7008.23, Montgomery County, Maryland",107083
1400000US24003751400,"Census Tract 7514, Anne Arundel County, Maryland",106458
1400000US24005403801,"Census Tract 4038.01, Baltimore County, Maryland",156709
1400000US24003740500,"Census Tract 7405, Anne Arundel County, Maryland",108828
1400000US24033800514,"Census Tract 8005.14, Prince George's County, Maryland",170664
1400000US24031702500,"Census Tract 7025, Montgomery County, Maryland",61611
1400000US24001001800,"Census Tract 18, Allegany County, Maryland",27661
1400000US24033800707,"Census Tract 8007.07, Prince George's County, Maryland",100909
1400000US24033803516,"Census Tract 8035.16, Prince George's County, Maryland",106172
1400000US24510271700,"Census Tract 2717, Baltimore city, Maryland",28087
1400000US24510160700,"Census Tract 1607, Baltimore city, Maryland",28725
1400000US24510200702,"Census Tract 2007.02, Baltimore city, Maryland",30313
1400000US24045010101,"Census Tract 101.01, Wicomico County, Maryland",55769
1400000US24047951500,"Census Tract 9515, Worcester County, Maryland",34078
1400000US24005400600,"Census Tract 4006, Baltimore County, Maryland",63787
1400000US24005403702,"Census Tract 4037.02, Baltimore County, Maryland",78561
1400000US24033806708,"Census Tract 8067.08, Prince George's County, Maryland",49804
1400000US24031701212,"Census Tract 7012.12, Montgomery County, Maryland",143125
1400000US24029950100,"Census Tract 9501, Kent County, Maryland",60774
1400000US24033801407,"Census Tract 8014.07, Prince George's County, Maryland",85321
1400000US24510250207,"Census Tract 2502.07, Baltimore city, Maryland",31425
1400000US24043010300,"Census Tract 103, Washington County, Maryland",66159
1400000US24001000300,"Census Tract 3, Allegany County, Maryland",31806
1400000US24027606706,"Census Tract 6067.06, Howard County, Maryland",128343
1400000US24031701218,"Census Tract 7012.18, Montgomery County, Maryland",70833
1400000US24031700704,"Census Tract 7007.04, Montgomery County, Maryland",61250
1400000US24005430400,"Census Tract 4304, Baltimore County, Maryland",65203
1400000US24033801808,"Census Tract 8018.08, Prince George's County, Maryland",55378
1400000US24035810600,"Census Tract 8106, Queen Anne's County, Maryland",96250
1400000US24031704200,"Census Tract 7042, Montgomery County, Maryland",100694
1400000US24025306500,"Census Tract 3065, Harford County, Maryland",67708
1400000US24005492300,"Census Tract 4923, Baltimore County, Maryland",64485
1400000US24005450800,"Census Tract 4508, Baltimore County, Maryland",41964
1400000US24009860502,"Census Tract 8605.02, Calvert County, Maryland",96761
1400000US24033804600,"Census Tract 8046, Prince George's County, Maryland",46083
1400000US24510130300,"Census Tract 1303, Baltimore city, Maryland",35000
1400000US24510250205,"Census Tract 2502.05, Baltimore city, Maryland",45829
1400000US24033800213,"Census Tract 8002.13, Prince George's County, Maryland",79142
1400000US24005411404,"Census Tract 4114.04, Baltimore County, Maryland",90417
1400000US24009860402,"Census Tract 8604.02, Calvert County, Maryland",83966
1400000US24510272006,"Census Tract 2720.06, Baltimore city, Maryland",25189
1400000US24003702208,"Census Tract 7022.08, Anne Arundel County, Maryland",100902
1400000US24033803610,"Census Tract 8036.10, Prince George's County, Maryland",50346
1400000US24510260404,"Census Tract 2604.04, Baltimore city, Maryland",43844
1400000US24510270502,"Census Tract 2705.02, Baltimore city, Maryland",58902
1400000US24043000602,"Census Tract 6.02, Washington County, Maryland",41433
1400000US24043010600,"Census Tract 106, Washington County, Maryland",68227
1400000US24001001700,"Census Tract 17, Allegany County, Maryland",37003
1400000US24510280101,"Census Tract 2801.01, Baltimore city, Maryland",44116
1400000US24510070200,"Census Tract 702, Baltimore city, Maryland",24837
1400000US24025301703,"Census Tract 3017.03, Harford County, Maryland",94338
1400000US24033807407,"Census Tract 8074.07, Prince George's County, Maryland",86815
1400000US24005403500,"Census Tract 4035, Baltimore County, Maryland",78345
1400000US24003730901,"Census Tract 7309.01, Anne Arundel County, Maryland",112426
1400000US24003731202,"Census Tract 7312.02, Anne Arundel County, Maryland",95029
1400000US24033805906,"Census Tract 8059.06, Prince George's County, Maryland",48905
1400000US24005490602,"Census Tract 4906.02, Baltimore County, Maryland",63832
1400000US24031703201,"Census Tract 7032.01, Montgomery County, Maryland",97768
1400000US24031704100,"Census Tract 7041, Montgomery County, Maryland",157973
1400000US24021750803,"Census Tract 7508.03, Frederick County, Maryland",86544
1400000US24005451803,"Census Tract 4518.03, Baltimore County, Maryland",63993
1400000US24510160100,"Census Tract 1601, Baltimore city, Maryland",18028
1400000US24510270101,"Census Tract 2701.01, Baltimore city, Maryland",60409
1400000US24003706401,"Census Tract 7064.01, Anne Arundel County, Maryland",62165
1400000US24015030400,"Census Tract 304, Cecil County, Maryland",40750
1400000US24005451402,"Census Tract 4514.02, Baltimore County, Maryland",47173
1400000US24015030505,"Census Tract 305.05, Cecil County, Maryland",55431
1400000US24015030906,"Census Tract 309.06, Cecil County, Maryland",60714
1400000US24015031202,"Census Tract 312.02, Cecil County, Maryland",53818
1400000US24510280200,"Census Tract 2802, Baltimore city, Maryland",47451
1400000US24031705701,"Census Tract 7057.01, Montgomery County, Maryland",149205
1400000US24031700904,"Census Tract 7009.04, Montgomery County, Maryland",72784
1400000US24031702602,"Census Tract 7026.02, Montgomery County, Maryland",61723
1400000US24005411407,"Census Tract 4114.07, Baltimore County, Maryland",50019
1400000US24510120100,"Census Tract 1201, Baltimore city, Maryland",59107
1400000US24027601204,"Census Tract 6012.04, Howard County, Maryland",75791
1400000US24005491401,"Census Tract 4914.01, Baltimore County, Maryland",42315
1400000US24031701415,"Census Tract 7014.15, Montgomery County, Maryland",97955
1400000US24017851301,"Census Tract 8513.01, Charles County, Maryland",124222
1400000US24047950900,"Census Tract 9509, Worcester County, Maryland",36968
1400000US24031703202,"Census Tract 7032.02, Montgomery County, Maryland",115133
1400000US24031705602,"Census Tract 7056.02, Montgomery County, Maryland",81788
1400000US24025306400,"Census Tract 3064, Harford County, Maryland",94649
1400000US24005402405,"Census Tract 4024.05, Baltimore County, Maryland",50583
1400000US24017850400,"Census Tract 8504, Charles County, Maryland",74818
1400000US24033800408,"Census Tract 8004.08, Prince George's County, Maryland",109022
1400000US24023000200,"Census Tract 2, Garrett County, Maryland",49974
1400000US24005421000,"Census Tract 4210, Baltimore County, Maryland",24280
1400000US24011955301,"Census Tract 9553.01, Caroline County, Maryland",73098
1400000US24031702101,"Census Tract 7021.01, Montgomery County, Maryland",53372
1400000US24031704401,"Census Tract 7044.01, Montgomery County, Maryland",144700
1400000US24025302802,"Census Tract 3028.02, Harford County, Maryland",52336
1400000US24043001001,"Census Tract 10.01, Washington County, Maryland",38877
1400000US24031701407,"Census Tract 7014.07, Montgomery County, Maryland",122981
1400000US24009860802,"Census Tract 8608.02, Calvert County, Maryland",91625
1400000US24510260102,"Census Tract 2601.02, Baltimore city, Maryland",50588
1400000US24003730203,"Census Tract 7302.03, Anne Arundel County, Maryland",34325
1400000US24021750300,"Census Tract 7503, Frederick County, Maryland",41337
1400000US24027602600,"Census Tract 6026, Howard County, Maryland",65927
1400000US24033806000,"Census Tract 8060, Prince George's County, Maryland",53732
1400000US24021752302,"Census Tract 7523.02, Frederick County, Maryland",87885
1400000US24005411303,"Census Tract 4113.03, Baltimore County, Maryland",73793
1400000US24005402602,"Census Tract 4026.02, Baltimore County, Maryland",74000
1400000US24005411410,"Census Tract 4114.10, Baltimore County, Maryland",74583
1400000US24033806712,"Census Tract 8067.12, Prince George's County, Maryland",77125
1400000US24510090200,"Census Tract 902, Baltimore city, Maryland",71515
1400000US24033801706,"Census Tract 8017.06, Prince George's County, Maryland",64659
1400000US24027602306,"Census Tract 6023.06, Howard County, Maryland",92750
1400000US24013507601,"Census Tract 5076.01, Carroll County, Maryland",83438
1400000US24017850101,"Census Tract 8501.01, Charles County, Maryland",91808
1400000US24510180200,"Census Tract 1802, Baltimore city, Maryland",16302
1400000US24021752204,"Census Tract 7522.04, Frederick County, Maryland",131641
1400000US24033804300,"Census Tract 8043, Prince George's County, Maryland",40417
1400000US24015030903,"Census Tract 309.03, Cecil County, Maryland",52155
1400000US24031706011,"Census Tract 7060.11, Montgomery County, Maryland",194236
1400000US24025301301,"Census Tract 3013.01, Harford County, Maryland",68333
1400000US24027602302,"Census Tract 6023.02, Howard County, Maryland",113021
1400000US24005451300,"Census Tract 4513, Baltimore County, Maryland",47806
1400000US24033802405,"Census Tract 8024.05, Prince George's County, Maryland",52129
1400000US24047951300,"Census Tract 9513, Worcester County, Maryland",40327
1400000US24005403802,"Census Tract 4038.02, Baltimore County, Maryland",182188
