GEOID,insured,uninsured,total
1400000US24031703403,3089,491,3580
1400000US24031703404,2256,1047,3303
1400000US24031703501,5266,1172,6438
1400000US24031703502,2595,188,2783
1400000US24031703601,4361,417,4778
1400000US24031703602,2811,301,3112
1400000US24031703701,3483,939,4422
1400000US24031703702,3429,962,4391
1400000US24031703800,3030,478,3508
1400000US24031703901,3056,293,3349
1400000US24031703902,6161,1110,7271
1400000US24031704000,5887,552,6439
1400000US24031704100,4549,63,4612
1400000US24031704200,2083,62,2145
1400000US24031704300,3943,51,3994
1400000US24031704401,3376,97,3473
1400000US24031704403,1566,50,1616
1400000US24031704404,4974,144,5118
1400000US24031704501,3454,70,3524
1400000US24031704502,2518,7,2525
1400000US24031704503,3966,144,4110
1400000US24031704600,4840,47,4887
1400000US24031704700,3723,25,3748
1400000US24031704803,3591,194,3785
1400000US24031704804,1632,30,1662
1400000US24031704805,1972,24,1996
1400000US24031704806,3134,89,3223
1400000US24031705000,4126,48,4174
1400000US24031705100,4838,180,5018
1400000US24031705200,3271,26,3297
1400000US24031705300,1902,17,1919
1400000US24031705400,2943,7,2950
1400000US24031705501,2485,110,2595
1400000US24031705502,3889,27,3916
1400000US24031705601,2904,25,2929
1400000US24031705602,4371,506,4877
1400000US24031705701,4448,91,4539
1400000US24031705702,4559,0,4559
1400000US24031705800,5955,86,6041
1400000US24031705901,4093,43,4136
1400000US24031705902,4061,73,4134
1400000US24031705903,4321,56,4377
1400000US24031706005,4369,70,4439
1400000US24031706007,7186,191,7377
1400000US24031706008,5474,59,5533
1400000US24031706009,5201,156,5357
1400000US24031706010,2932,165,3097
1400000US24031706011,5235,84,5319
1400000US24031706012,3178,166,3344
1400000US24031706013,2884,72,2956
1400000US24033800102,2478,155,2633
1400000US24033800103,1990,286,2276
1400000US24033800105,3402,474,3876
1400000US24033800106,2584,264,2848
1400000US24033800108,2973,441,3414
1400000US24033800109,3035,562,3597
1400000US24033800203,4266,177,4443
1400000US24033800206,3810,285,4095
1400000US24033800208,7305,747,8052
1400000US24033800209,3192,945,4137
1400000US24033800210,2350,284,2634
1400000US24033800211,2867,337,3204
1400000US24033800212,4259,234,4493
1400000US24033800213,4334,546,4880
1400000US24033800214,2112,328,2440
1400000US24033800215,2506,82,2588
1400000US24033800401,2205,165,2370
1400000US24033800402,4482,202,4684
1400000US24033800403,3622,164,3786
1400000US24033800408,6501,636,7137
1400000US24033800409,5777,333,6110
1400000US24033800410,6685,304,6989
1400000US24033800411,3627,222,3849
1400000US24033800412,3295,310,3605
1400000US24033800413,3476,681,4157
1400000US24033800504,4443,370,4813
1400000US24033800505,2325,117,2442
1400000US24033800507,3075,145,3220
1400000US24033800509,10137,142,10279
1400000US24033800511,4927,222,5149
1400000US24033800513,5261,250,5511
1400000US24033800514,5745,187,5932
1400000US24033800515,3795,377,4172
1400000US24033800516,3828,177,4005
1400000US24033800517,5797,227,6024
1400000US24033800518,3543,146,3689
1400000US24033800519,3716,289,4005
1400000US24033800520,1787,126,1913
1400000US24033800601,1729,162,1891
1400000US24033800604,1805,131,1936
1400000US24033800605,4030,136,4166
1400000US24033800606,5192,241,5433
1400000US24033800607,5491,425,5916
1400000US24033800608,4875,177,5052
1400000US24033800701,5651,394,6045
1400000US24033800704,4875,175,5050
1400000US24033800705,4027,273,4300
1400000US24033800706,3739,114,3853
1400000US24033800707,2959,115,3074
1400000US24033800800,3085,430,3515
1400000US24033800900,1342,141,1483
1400000US24033801003,5081,404,5485
1400000US24033801004,4736,125,4861
1400000US24033801005,3968,200,4168
1400000US24033801006,3470,131,3601
1400000US24033801104,2268,16,2284
1400000US24033801207,3695,439,4134
1400000US24033801208,4244,90,4334
1400000US24033801209,4653,302,4955
1400000US24033801210,3947,242,4189
1400000US24033801211,2877,204,3081
1400000US24033801212,3098,305,3403
1400000US24033801213,3515,268,3783
1400000US24033801214,3892,551,4443
1400000US24033801215,2471,253,2724
1400000US24033801216,3619,167,3786
1400000US24033801217,3244,156,3400
1400000US24033801302,2730,107,2837
1400000US24033801305,5337,995,6332
1400000US24033801307,3616,183,3799
1400000US24033801308,3529,396,3925
1400000US24033801309,3310,89,3399
1400000US24033801310,6084,261,6345
1400000US24033801311,6690,267,6957
1400000US24033801312,3778,207,3985
1400000US24033801313,3258,154,3412
1400000US24033801404,4233,516,4749
1400000US24033801405,3946,715,4661
1400000US24033801406,2532,134,2666
1400000US24033801407,5920,844,6764
1400000US24033801408,2971,288,3259
1400000US24033801409,2878,226,3104
1400000US24033801410,2826,358,3184
1400000US24033801411,2833,576,3409
1400000US24033801500,2284,366,2650
1400000US24033801600,2116,362,2478
1400000US24033801701,4122,373,4495
1400000US24033801702,3493,531,4024
1400000US24033801704,5350,535,5885
1400000US24033801706,1449,142,1591
1400000US24033801707,5190,1833,7023
1400000US24033801708,2926,438,3364
1400000US24033801801,1733,245,1978
1400000US24033801802,3370,248,3618
1400000US24033801804,1900,239,2139
1400000US24033801805,2162,261,2423
1400000US24033801807,4459,304,4763
1400000US24033801808,3563,401,3964
1400000US24033801901,4291,400,4691
1400000US24033801904,2560,356,2916
1400000US24033801905,5051,246,5297
1400000US24033801906,1565,196,1761
1400000US24033801907,2522,201,2723
1400000US24033801908,2907,398,3305
1400000US24033802001,5448,855,6303
1400000US24033802002,3571,446,4017
1400000US24033802103,2983,324,3307
1400000US24033802104,1727,158,1885
1400000US24033802106,3367,489,3856
1400000US24033802107,3398,267,3665
1400000US24033802201,1768,240,2008
1400000US24033802203,3940,398,4338
1400000US24033802204,5872,387,6259
1400000US24033802301,3633,303,3936
1400000US24033802404,3562,371,3933
1400000US24033802405,3585,231,3816
1400000US24033802406,2019,195,2214
1400000US24033802407,3162,226,3388
1400000US24033802408,1486,189,1675
1400000US24033802501,2587,144,2731
1400000US24033802502,2245,348,2593
1400000US24033802600,2981,573,3554
1400000US24033802700,2644,509,3153
1400000US24033802803,5162,559,5721
1400000US24033802804,4967,384,5351
1400000US24033802805,3875,427,4302
1400000US24033802901,3799,422,4221
1400000US24033803001,2467,469,2936
1400000US24033803002,2470,86,2556
1400000US24033803100,2552,231,2783
1400000US24033803200,2348,388,2736
1400000US24033803300,3602,811,4413
1400000US24033803401,964,269,1233
1400000US24033803402,4426,254,4680
1400000US24033803508,3429,623,4052
1400000US24033803509,2400,613,3013
1400000US24033803512,6420,505,6925
1400000US24033803513,4406,412,4818
1400000US24033803514,4039,198,4237
1400000US24033803516,4765,97,4862
1400000US24033803519,5450,179,5629
1400000US24033803520,4009,322,4331
1400000US24033803521,5606,278,5884
1400000US24033803522,3374,254,3628
1400000US24033803523,3866,155,4021
1400000US24033803524,3707,506,4213
1400000US24033803525,1788,206,1994
1400000US24033803526,3062,184,3246
1400000US24033803527,3119,224,3343
1400000US24033803601,3512,389,3901
1400000US24033803602,2397,138,2535
1400000US24033803605,5952,1121,7073
1400000US24033803606,4529,823,5352
1400000US24033803607,3044,508,3552
1400000US24033803608,5260,915,6175
1400000US24033803610,2985,688,3673
1400000US24033803612,2870,439,3309
1400000US24033803613,4441,1192,5633
1400000US24033803700,2353,423,2776
1400000US24033803801,1957,514,2471
1400000US24033803803,5460,765,6225
1400000US24033803900,2383,1448,3831
1400000US24033804001,4172,745,4917
1400000US24033804002,3359,941,4300
1400000US24033804101,3178,319,3497
1400000US24033804102,4984,932,5916
1400000US24033804200,2940,174,3114
1400000US24033804300,2693,809,3502
1400000US24033804400,2233,549,2782
1400000US24033804600,2509,645,3154
1400000US24033804700,2971,387,3358
1400000US24033804801,2057,478,2535
1400000US24033804802,2247,830,3077
1400000US24033804900,2916,705,3621
1400000US24033805000,4716,856,5572
1400000US24033805101,3105,1021,4126
1400000US24033805201,3447,1583,5030
1400000US24033805202,2876,901,3777
1400000US24033805500,2527,1370,3897
1400000US24033805601,2880,3740,6620
1400000US24033805602,2215,3346,5561
1400000US24033805700,3881,2140,6021
1400000US24033805801,3719,1015,4734
1400000US24033805802,2681,1471,4152
1400000US24033805904,2429,737,3166
1400000US24033805906,2241,1058,3299
1400000US24033805907,2693,1375,4068
1400000US24033805908,1529,669,2198
1400000US24033805909,4146,767,4913
1400000US24033806000,3840,1250,5090
1400000US24033806100,3736,484,4220
1400000US24033806200,3644,267,3911
1400000US24033806300,2060,448,2508
1400000US24033806400,3382,133,3515
1400000US24033806501,3421,2025,5446
1400000US24033806601,2671,1613,4284
1400000US24033806602,4426,1252,5678
1400000US24033806706,2685,717,3402
1400000US24033806708,3937,329,4266
1400000US24033806710,4639,647,5286
1400000US24033806711,4340,629,4969
1400000US24033806712,3125,211,3336
1400000US24033806713,3531,591,4122
1400000US24033806714,2796,1228,4024
1400000US24033806800,3700,500,4200
1400000US24033806900,4903,644,5547
1400000US24033807000,6006,917,6923
1400000US24033807102,2208,276,2484
1400000US24033807200,13699,214,13913
1400000US24033807301,3097,340,3437
1400000US24033807304,1815,279,2094
1400000US24033807305,3149,390,3539
1400000US24033807404,5069,654,5723
1400000US24033807405,4789,574,5363
1400000US24033807407,5534,451,5985
1400000US24033807408,5440,515,5955
1400000US24033807409,3301,922,4223
1400000US24033807410,3697,529,4226
1400000US24035810100,2864,222,3086
1400000US24035810200,2504,258,2762
1400000US24035810300,4227,189,4416
1400000US24035810400,5607,218,5825
1400000US24035810500,5132,253,5385
1400000US24035810600,4698,259,4957
1400000US24035810700,3892,150,4042
1400000US24035810800,5400,239,5639
1400000US24035810901,4893,85,4978
1400000US24035810902,2871,67,2938
1400000US24035811000,4027,485,4512
1400000US24035990000,0,0,0
1400000US24035990100,0,0,0
1400000US24035990200,0,0,0
1400000US24037875000,6332,122,6454
1400000US24037875100,4504,880,5384
1400000US24037875201,4797,228,5025
1400000US24037875202,5624,488,6112
1400000US24037875300,2842,121,2963
1400000US24037875400,6233,184,6417
1400000US24037875500,9835,501,10336
1400000US24037875600,8157,346,8503
1400000US24037875700,7017,282,7299
1400000US24037875801,1066,0,1066
1400000US24037875802,3959,276,4235
1400000US24037875901,6480,271,6751
1400000US24037875902,7785,833,8618
1400000US24037876001,4562,395,4957
1400000US24037876002,8688,817,9505
1400000US24037876100,7376,325,7701
1400000US24037876200,6541,220,6761
1400000US24037990000,0,0,0
1400000US24039930101,6362,623,6985
1400000US24039930102,3709,260,3969
1400000US24039930200,1513,185,1698
1400000US24039930300,1781,296,2077
1400000US24039930500,3853,251,4104
1400000US24039930600,2648,290,2938
1400000US24039980400,50,4,54
1400000US24039990100,0,0,0
1400000US24041960100,4145,123,4268
1400000US24041960201,3754,186,3940
1400000US24041960300,3441,324,3765
1400000US24041960400,4531,564,5095
1400000US24041960501,4536,348,4884
1400000US24041960502,3815,123,3938
1400000US24041960600,1602,37,1639
1400000US24041960700,3165,179,3344
1400000US24041960800,1746,193,1939
1400000US24041960900,4022,220,4242
1400000US24041990000,0,0,0
1400000US24043000100,3157,93,3250
1400000US24043000200,3219,188,3407
1400000US24043000301,2852,300,3152
1400000US24043000302,2496,325,2821
1400000US24043000400,1408,187,1595
1400000US24043000500,5111,539,5650
1400000US24043000601,2061,305,2366
1400000US24043000602,3026,113,3139
1400000US24043000700,2509,453,2962
1400000US24043000800,3097,191,3288
1400000US24043000900,2601,721,3322
1400000US24043001001,4591,399,4990
1400000US24043001002,3777,169,3946
1400000US24043010100,925,72,997
1400000US24043010200,4045,538,4583
1400000US24043010300,6797,563,7360
1400000US24043010400,7745,502,8247
1400000US24043010500,5386,871,6257
1400000US24043010600,5065,234,5299
1400000US24043010700,3099,188,3287
1400000US24043010801,4108,222,4330
1400000US24043010802,2531,170,2701
1400000US24043010900,8043,446,8489
1400000US24043011000,0,0,0
1400000US24043011100,5810,319,6129
1400000US24043011201,8990,380,9370
1400000US24043011202,4046,453,4499
1400000US24043011301,4709,193,4902
1400000US24043011302,3851,183,4034
1400000US24043011400,5505,126,5631
1400000US24043011500,7924,225,8149
1400000US24043011600,2884,162,3046
1400000US24045000100,5001,903,5904
1400000US24045000200,1484,235,1719
1400000US24045000300,1246,203,1449
1400000US24045000400,3642,475,4117
1400000US24045000500,2975,275,3250
1400000US24045010101,5792,281,6073
1400000US24045010102,3434,266,3700
1400000US24045010200,4540,520,5060
1400000US24045010300,7993,460,8453
1400000US24045010400,6300,475,6775
1400000US24045010501,5124,520,5644
1400000US24045010502,8861,446,9307
1400000US24045010603,6843,542,7385
1400000US24045010604,4222,443,4665
1400000US24045010605,3924,227,4151
1400000US24045010606,4045,409,4454
1400000US24045010701,3924,279,4203
1400000US24045010702,6705,1031,7736
1400000US24045010800,6276,404,6680
1400000US24047950000,1480,179,1659
1400000US24047950100,2157,108,2265
1400000US24047950300,2961,205,3166
1400000US24047950400,2785,119,2904
1400000US24047950600,2729,220,2949
1400000US24047950700,2516,82,2598
1400000US24047950800,4651,394,5045
1400000US24047950900,1656,132,1788
1400000US24047951000,4173,249,4422
1400000US24047951100,6323,399,6722
1400000US24047951200,3128,266,3394
1400000US24047951300,2172,252,2424
1400000US24047951400,3337,274,3611
1400000US24047951500,4152,411,4563
1400000US24047951700,2912,462,3374
1400000US24047980000,0,0,0
1400000US24047990000,0,0,0
1400000US24510010100,2951,79,3030
1400000US24510010200,3051,94,3145
1400000US24510010300,2439,98,2537
1400000US24510010400,2411,155,2566
1400000US24510010500,1548,142,1690
1400000US24510020100,1680,194,1874
1400000US24510020200,1701,153,1854
1400000US24510020300,3707,61,3768
1400000US24510030100,2917,438,3355
1400000US24510030200,2137,174,2311
1400000US24510040100,3896,111,4007
1400000US24510040200,821,44,865
1400000US24510060100,2702,246,2948
1400000US24510060200,2608,462,3070
1400000US24510060300,1693,234,1927
1400000US24510060400,1362,71,1433
1400000US24510070100,2636,253,2889
1400000US24510070200,2382,435,2817
1400000US24510070300,709,176,885
1400000US24510070400,1301,194,1495
1400000US24510080101,3791,202,3993
1400000US24510080102,2020,161,2181
1400000US24510080200,1507,32,1539
1400000US24510080301,1463,190,1653
1400000US24510080302,2738,264,3002
1400000US24510080400,1072,139,1211
1400000US24510080500,1549,134,1683
1400000US24510080600,2289,129,2418
1400000US24510080700,661,36,697
1400000US24510080800,1350,102,1452
1400000US24510090100,3851,193,4044
1400000US24510090200,2849,100,2949
1400000US24510090300,4243,315,4558
1400000US24510090400,1457,299,1756
1400000US24510090500,1845,112,1957
1400000US24510090600,2932,323,3255
1400000US24510090700,2855,235,3090
1400000US24510090800,2507,290,2797
1400000US24510090900,2273,227,2500
1400000US24510100100,2078,150,2228
1400000US24510100200,2328,55,2383
1400000US24510100300,0,0,0
1400000US24510110100,2870,170,3040
1400000US24510110200,5053,215,5268
1400000US24510120100,4469,133,4602
1400000US24510120201,1873,113,1986
1400000US24510120202,5816,214,6030
1400000US24510120300,3680,261,3941
1400000US24510120400,1539,165,1704
1400000US24510120500,2096,211,2307
1400000US24510120600,2227,216,2443
1400000US24510120700,2045,159,2204
1400000US24510130100,2578,168,2746
1400000US24510130200,2976,213,3189
1400000US24510130300,2295,151,2446
1400000US24510130400,2001,173,2174
1400000US24510130600,3496,186,3682
1400000US24510130700,4366,114,4480
1400000US24510130803,2267,149,2416
1400000US24510130804,1791,151,1942
1400000US24510130805,849,57,906
1400000US24510130806,1122,84,1206
1400000US24510140100,4300,384,4684
1400000US24510140200,2464,227,2691
1400000US24510140300,2637,219,2856
1400000US24510150100,2383,295,2678
1400000US24510150200,2251,322,2573
1400000US24510150300,1875,242,2117
1400000US24510150400,3410,339,3749
1400000US24510150500,1432,150,1582
1400000US24510150600,2700,222,2922
1400000US24510150701,1421,126,1547
1400000US24510150702,2101,84,2185
1400000US24510150800,3994,305,4299
1400000US24510150900,3001,326,3327
1400000US24510151000,4210,423,4633
1400000US24510151100,6314,588,6902
1400000US24510151200,4249,494,4743
1400000US24510151300,4011,294,4305
1400000US24510160100,1788,210,1998
1400000US24510160200,2224,165,2389
1400000US24510160300,952,84,1036
1400000US24510160400,2253,199,2452
1400000US24510160500,4179,426,4605
1400000US24510160600,3015,359,3374
1400000US24510160700,3906,405,4311
1400000US24510160801,2882,246,3128
1400000US24510160802,2935,434,3369
1400000US24510170100,1445,174,1619
1400000US24510170200,2749,284,3033
1400000US24510170300,1544,86,1630
1400000US24510180100,2133,120,2253
1400000US24510180200,647,156,803
1400000US24510180300,1526,125,1651
1400000US24510190100,1878,179,2057
1400000US24510190200,1655,222,1877
1400000US24510190300,2075,317,2392
1400000US24510200100,1580,151,1731
1400000US24510200200,2500,118,2618
1400000US24510200300,1486,126,1612
1400000US24510200400,1469,80,1549
1400000US24510200500,2420,523,2943
1400000US24510200600,2159,140,2299
1400000US24510200701,4821,646,5467
1400000US24510200702,1005,95,1100
1400000US24510200800,1887,177,2064
1400000US24510210100,2248,126,2374
1400000US24510210200,2638,387,3025
1400000US24510220100,4053,238,4291
1400000US24510230100,1718,104,1822
1400000US24510230200,2103,63,2166
1400000US24510230300,1266,34,1300
1400000US24510240100,3032,35,3067
1400000US24510240200,3170,40,3210
1400000US24510240300,1949,84,2033
1400000US24510240400,2707,164,2871
1400000US24510250101,4126,182,4308
1400000US24510250102,3153,97,3250
1400000US24510250103,2988,208,3196
1400000US24510250203,1676,262,1938
1400000US24510250204,3846,191,4037
1400000US24510250205,3830,567,4397
1400000US24510250206,1711,310,2021
1400000US24510250207,1907,186,2093
1400000US24510250301,2203,145,2348
1400000US24510250303,1942,279,2221
1400000US24510250401,2950,547,3497
1400000US24510250402,3765,467,4232
1400000US24510250500,4631,540,5171
1400000US24510250600,0,0,0
1400000US24510260101,4157,568,4725
1400000US24510260102,4535,207,4742
1400000US24510260201,4379,539,4918
1400000US24510260202,5430,355,5785
1400000US24510260203,2684,350,3034
1400000US24510260301,4348,301,4649
1400000US24510260302,6013,544,6557
1400000US24510260303,852,95,947
1400000US24510260401,3107,426,3533
1400000US24510260402,2808,169,2977
1400000US24510260403,1726,114,1840
1400000US24510260404,1604,673,2277
1400000US24510260501,4451,1278,5729
1400000US24510260604,1299,136,1435
1400000US24510260605,3846,747,4593
1400000US24510260700,2086,605,2691
1400000US24510260800,1805,899,2704
1400000US24510260900,3034,76,3110
1400000US24510261000,2489,588,3077
1400000US24510261100,1742,67,1809
1400000US24510270101,1464,104,1568
1400000US24510270102,3427,485,3912
1400000US24510270200,1586,177,1763
1400000US24510270301,2680,252,2932
1400000US24510270302,1675,162,1837
1400000US24510270401,5860,194,6054
1400000US24510270402,3234,162,3396
1400000US24510270501,3846,133,3979
1400000US24510270502,4098,156,4254
1400000US24510270600,4737,145,4882
1400000US24510270701,2255,399,2654
1400000US24510270702,1806,151,1957
1400000US24510270703,2386,227,2613
1400000US24510270801,3681,503,4184
1400000US24510270802,5280,458,5738
1400000US24510270803,6767,208,6975
1400000US24510270804,2815,357,3172
1400000US24510270805,4772,490,5262
1400000US24510270901,3997,193,4190
1400000US24510270902,5378,231,5609
1400000US24510270903,4277,353,4630
1400000US24510271001,2137,263,2400
1400000US24510271002,3881,387,4268
1400000US24510271101,1867,119,1986
1400000US24510271102,4334,162,4496
1400000US24510271200,6289,152,6441
1400000US24510271300,2627,88,2715
1400000US24510271400,3831,109,3940
1400000US24510271501,4015,62,4077
1400000US24510271503,847,16,863
1400000US24510271600,4094,509,4603
1400000US24510271700,4389,332,4721
1400000US24510271801,2672,283,2955
1400000US24510271802,2202,341,2543
1400000US24510271900,3780,168,3948
1400000US24510272003,5165,507,5672
1400000US24510272004,3723,88,3811
1400000US24510272005,3287,153,3440
1400000US24510272006,3252,251,3503
1400000US24510272007,4173,448,4621
1400000US24510280101,3317,420,3737
1400000US24510280102,5517,562,6079
1400000US24510280200,4582,399,4981
1400000US24510280301,3564,167,3731
1400000US24510280302,2395,97,2492
1400000US24510280401,3352,252,3604
1400000US24510280402,1574,78,1652
1400000US24510280403,4821,471,5292
1400000US24510280404,2164,168,2332
1400000US24510280500,1941,308,2249
