GEOID,insured12,uninsured12,total12,pct_ins12,insured17,uninsured17,total17,pct_ins17,pct_ins_chg,MHHI12,MHHI17
1400000US24027601108,3572,73,3645,0.9799725651577503,3707,73,3780,0.9806878306878307,7.15265530080389e-4,108271,113281
1400000US24027601201,7153,408,7561,0.9460388837455364,8030,158,8188,0.9807034684904739,0.0346645847449375,81263,101136
1400000US24027601203,2252,243,2495,0.9026052104208416,4903,173,5076,0.9659180457052797,0.0633128352844381,119583,104975
1400000US24027601204,4553,262,4815,0.9455867082035306,5038,709,5747,0.8766312858882895,-0.0689554223152411,75791,92480
1400000US24027602100,7800,344,8144,0.9577603143418467,7404,258,7662,0.966327329678935,0.008567015337088257,154969,176848
1400000US24027602201,3149,110,3259,0.9662473151273396,3292,173,3465,0.9500721500721501,-0.016175165055189566,144338,155114
1400000US24027602202,5038,236,5274,0.9552521805081532,5157,274,5431,0.9495488860246731,-0.005703294483480059,101311,125029
1400000US24027602302,5967,356,6323,0.9436976118930888,7346,462,7808,0.9408299180327869,-0.0028676938603018343,113021,118667
1400000US24027602303,3777,115,3892,0.9704522096608428,3843,38,3881,0.9902087090955939,0.019756499434751107,156513,178665
1400000US24027602304,4906,105,5011,0.9790460985831172,4830,234,5064,0.9537914691943128,-0.025254629388804406,145469,152656
1400000US24027602305,3719,78,3797,0.9794574664208586,3765,92,3857,0.9761472647135079,-0.003310201707350746,155625,145547
1400000US24027602306,5005,163,5168,0.9684597523219814,5376,153,5529,0.972327726532827,0.003867974210845504,92750,109647
1400000US24027602600,5695,1117,6812,0.8360246623605402,7211,693,7904,0.9123228744939271,0.07629821213338694,65927,69263
1400000US24027602700,4936,125,5061,0.9753013238490417,5275,137,5412,0.9746858832224686,-6.154406265730383e-4,143929,147781
1400000US24027602800,5312,624,5936,0.894878706199461,5976,82,6058,0.9864641795972268,0.0915854733977658,104295,120764
1400000US24027602900,3415,844,4259,0.8018314158253111,4743,348,5091,0.9316440777843252,0.1298126619590141,76182,79904
1400000US24027603001,5021,315,5336,0.9409670164917541,5843,237,6080,0.9610197368421053,0.020052720350351216,120156,128611
1400000US24027603003,4117,50,4167,0.9880009599232061,3840,72,3912,0.9815950920245399,-0.006405867898666262,161000,169167
1400000US24027603004,5957,565,6522,0.9133701318613923,6625,58,6683,0.9913212629058806,0.07795113104448836,161500,195573
1400000US24027604001,5824,243,6067,0.9599472556452943,5805,100,5905,0.983065198983912,0.02311794333861772,119079,125515
1400000US24027604002,7475,225,7700,0.9707792207792207,7965,141,8106,0.9826054774241303,0.01182625664490955,155833,175500
1400000US24027605102,8038,144,8182,0.98240039110242,10646,246,10892,0.9774146162320969,-0.004985774870323034,181434,168836
1400000US24027605103,4812,171,4983,0.9656833232992174,4957,137,5094,0.9731056144483706,0.007422291149153271,177125,179722
1400000US24027605104,4525,54,4579,0.9882070321030793,5329,125,5454,0.9770810414374771,-0.011125990665602159,210889,205259
1400000US24027605401,4710,282,4992,0.9435096153846154,4823,129,4952,0.9739499192245558,0.03044030383994034,93424,81611
1400000US24027605402,6410,458,6868,0.9333139196272568,6460,533,6993,0.9237809237809238,-0.009532995846333048,77590,84763
1400000US24027605502,5327,95,5422,0.9824787901143489,5045,137,5182,0.9735623311462756,-0.00891645896807336,115477,129787
1400000US24027605503,5360,608,5968,0.8981233243967829,5818,632,6450,0.902015503875969,0.0038921794791860753,81310,89423
1400000US24027605504,2690,122,2812,0.9566145092460882,2532,88,2620,0.966412213740458,0.009797704494369897,202571,201250
1400000US24027605505,5851,196,6047,0.9675872333388457,6057,213,6270,0.9660287081339712,-0.001558525204874428,178077,180825
1400000US24027605601,5525,663,6188,0.8928571428571429,6465,139,6604,0.9789521502119928,0.08609500735484987,71516,103357
1400000US24027605602,6384,228,6612,0.9655172413793104,7648,543,8191,0.9337077279941399,-0.03180951338517046,111136,135926
1400000US24027606601,2923,149,3072,0.9514973958333334,2975,22,2997,0.9926593259926594,0.04116193015932601,118364,122143
1400000US24027606603,7039,1164,8203,0.8581006948677313,7071,348,7419,0.9530934088152042,0.09499271394747288,79133,81075
1400000US24027606604,3513,490,4003,0.877591806145391,4533,132,4665,0.9717041800643087,0.09411237391891769,91324,99241
1400000US24027606606,4053,322,4375,0.9264,4765,289,5054,0.942817570241393,0.01641757024139301,78542,87026
1400000US24027606607,4370,314,4684,0.9329632792485055,4590,439,5029,0.9127063034400478,-0.020256975808457756,118382,112609
1400000US24027606701,2644,84,2728,0.969208211143695,2596,239,2835,0.9156966490299824,-0.05351156211371266,119861,137721
1400000US24027606704,6809,1139,7948,0.8566935078007046,6470,289,6759,0.9572421955910637,0.10054868779035908,92194,102760
1400000US24027606705,1960,205,2165,0.9053117782909931,1893,59,1952,0.9697745901639344,0.06446281187294134,95694,112188
1400000US24027606706,4670,207,4877,0.9575558745130203,4777,90,4867,0.9815081158824738,0.02395224136945351,128343,127769
1400000US24027606707,3469,384,3853,0.9003373994290164,3611,131,3742,0.9649919828968466,0.06465458346783026,96439,92097
1400000US24027606803,5387,268,5655,0.9526083112290009,5631,289,5920,0.9511824324324324,-0.001425878796568525,95089,91136
1400000US24027606804,3145,122,3267,0.9626568717477808,3472,26,3498,0.9925671812464265,0.029910309498645704,114271,118315
1400000US24027606805,3933,209,4142,0.9495412844036697,4095,185,4280,0.9567757009345794,0.007234416530909726,175962,148207
1400000US24027606806,6035,264,6299,0.9580885854897603,7255,357,7612,0.9531003678402522,-0.0049882176495080754,126930,137228
1400000US24027606901,4420,745,5165,0.8557599225556631,5512,469,5981,0.9215850192275539,0.06582509667189074,78548,86823
1400000US24027606904,3773,420,4193,0.8998330550918197,4377,390,4767,0.9181875393329137,0.018354484241094093,85451,98542
1400000US24027606905,6100,350,6450,0.9457364341085271,6389,441,6830,0.9354319180087848,-0.010304516099742367,102821,104731
1400000US24027606906,4900,750,5650,0.8672566371681416,5621,798,6419,0.8756815703380589,0.008424933169917326,87214,89795
1400000US24027606907,3844,939,4783,0.8036796989337236,5406,1018,6424,0.8415317559153176,0.037852056981593996,72585,73213
1400000US24029950100,3388,697,4085,0.82937576499388,3386,391,3777,0.8964786867884564,0.06710292179457644,60774,61494
1400000US24029950200,4521,417,4938,0.9155528554070473,4390,320,4710,0.9320594479830149,0.016506592575967538,63491,65725
1400000US24029950300,4916,388,5304,0.9268476621417798,5013,251,5264,0.9523176291793313,0.025469967037551444,31926,51557
1400000US24029950400,2765,119,2884,0.9587378640776699,3011,72,3083,0.976646123905287,0.017908259827617123,69142,67292
1400000US24029950500,2257,332,2589,0.8717651602935497,2294,188,2482,0.9242546333601934,0.052489473066643755,46781,47917
1400000US24029990000,0,0,0,NaN,0,0,0,NaN,NaN,NA,NA
1400000US24031700101,4080,333,4413,0.9245411284840245,4204,174,4378,0.9602558245774326,0.03571469609340816,162813,162171
1400000US24031700103,5657,143,5800,0.9753448275862069,5104,163,5267,0.9690525916081261,-0.006292235978080818,153313,151435
1400000US24031700104,4395,575,4970,0.8843058350100603,5254,380,5634,0.9325523606673767,0.04824652565731635,116667,114762
1400000US24031700105,5908,695,6603,0.8947448129638044,5932,334,6266,0.946696457069901,0.05195164410609665,98871,111719
1400000US24031700204,2008,138,2146,0.9356943150046598,1832,89,1921,0.9536699635606455,0.017975648555985657,81827,94583
1400000US24031700205,6385,177,6562,0.9730265163060042,10070,341,10411,0.9672461819229661,-0.005780334383038155,143790,137121
1400000US24031700206,5537,270,5807,0.9535043912519373,5382,165,5547,0.9702541914548405,0.016749800202903176,121995,133953
1400000US24031700207,5419,455,5874,0.9225400068096697,5464,224,5688,0.960618846694796,0.03807883988512628,81978,101946
1400000US24031700208,1741,104,1845,0.9436314363143632,2311,57,2368,0.9759290540540541,0.032297617739690865,103942,136625
1400000US24031700304,6732,997,7729,0.8710053046965972,8176,323,8499,0.9619955288857512,0.09099022418915403,111789,123906
1400000US24031700306,5876,926,6802,0.8638635695383711,6914,419,7333,0.9428610391381427,0.07899746959977161,110737,112547
1400000US24031700308,5365,296,5661,0.9477124183006536,5614,409,6023,0.9320936410426698,-0.015618777257983774,100148,87867
1400000US24031700309,4557,880,5437,0.8381460364171418,5569,213,5782,0.963161535800761,0.12501549938361922,82446,74898
1400000US24031700310,4915,682,5597,0.8781490083973558,6039,443,6482,0.931656896019747,0.053507887622391226,75566,75393
1400000US24031700311,6368,447,6815,0.9344093910491563,9503,479,9982,0.9520136245241435,0.017604233474987185,131583,131438
1400000US24031700312,4635,475,5110,0.9070450097847358,5505,332,5837,0.9431214665067672,0.036076456722031414,132473,130329
1400000US24031700400,2043,130,2173,0.9401748734468477,1955,108,2063,0.9476490547746,0.0074741813277523494,123098,110179
1400000US24031700500,5657,466,6123,0.9238935162502041,6547,209,6756,0.9690645352279456,0.04517101897774145,101724,138427
1400000US24031700604,6443,254,6697,0.9620725698073764,6411,53,6464,0.9918007425742574,0.029728172766881,172627,189620
1400000US24031700606,4314,195,4509,0.9567531603459747,4097,115,4212,0.9726970560303894,0.015943895684414677,158523,155250
1400000US24031700607,7653,251,7904,0.9682439271255061,7583,238,7821,0.9695691088096151,0.0013251816841090003,154461,176184
1400000US24031700608,5664,189,5853,0.9677088672475653,5833,207,6040,0.965728476821192,-0.001980390426373324,219737,242438
1400000US24031700610,1843,144,1987,0.9275289380976346,2108,121,2229,0.9457155675190668,0.018186629421432232,139199,155938
1400000US24031700611,5930,697,6627,0.8948242040138826,6168,188,6356,0.9704216488357458,0.07559744482186315,141515,173393
1400000US24031700613,5789,351,6140,0.9428338762214984,6078,264,6342,0.9583727530747398,0.015538876853241401,118779,131159
1400000US24031700614,3998,537,4535,0.8815876515986769,4917,386,5303,0.9272110126343579,0.04562336103568099,75134,66344
1400000US24031700615,2906,68,2974,0.9771351714862139,2958,29,2987,0.9902912621359223,0.013156090649708463,146898,171667
1400000US24031700616,4246,239,4485,0.946711259754738,4673,80,4753,0.9831685251420156,0.03645726538727756,145179,164265
1400000US24031700704,2232,740,2972,0.7510094212651414,2695,582,3277,0.8223985352456515,0.07138911398051018,61250,88750
1400000US24031700706,2969,651,3620,0.8201657458563536,4165,293,4458,0.9342754598474652,0.11410971399111158,66026,85091
1400000US24031700710,5306,1229,6535,0.8119357306809487,5397,1075,6472,0.8338998763906057,0.02196414570965699,94191,90495
1400000US24031700711,5070,524,5594,0.9063282087951376,5679,359,6038,0.9405432262338522,0.03421501743871458,96209,103567
1400000US24031700713,3787,1777,5564,0.6806254493170381,4530,1343,5873,0.7713264089902946,0.09070095967325653,49293,55670
1400000US24031700715,4990,1063,6053,0.8243846026763588,5919,493,6412,0.9231129132875858,0.098728310611227,100088,102772
1400000US24031700716,6756,679,7435,0.908675184936113,8142,736,8878,0.917098445595855,0.008423260659741971,81828,94952
1400000US24031700717,4452,1141,5593,0.7959949937421777,5908,1566,7474,0.7904736419587904,-0.005521351783387307,66346,64911
1400000US24031700718,3972,267,4239,0.9370134465675867,5122,194,5316,0.9635063957863055,0.02649294921871881,113816,109792
1400000US24031700719,5748,2559,8307,0.6919465511014807,7653,2046,9699,0.7890504175688215,0.09710386646734082,66250,65045
1400000US24031700720,2926,481,3407,0.8588200763134722,3228,518,3746,0.8617191671115857,0.0028990907981134573,100019,98092
1400000US24031700721,1978,471,2449,0.8076766026949775,2464,811,3275,0.7523664122137405,-0.05531019048123709,62594,46310
1400000US24031700722,3491,757,4248,0.821798493408663,4186,539,4725,0.8859259259259259,0.06412743251726294,79309,74602
1400000US24031700723,2822,230,3052,0.9246395806028833,3113,282,3395,0.9169366715758468,-0.00770290902703652,53829,55450
1400000US24031700724,2362,956,3318,0.7118746232670283,2386,1249,3635,0.6563961485557084,-0.05547847471131995,35699,48901
1400000US24031700810,4448,809,5257,0.8461099486399087,5063,323,5386,0.9400297066468623,0.09391975800695351,98510,96140
1400000US24031700811,4127,693,4820,0.8562240663900414,3910,424,4334,0.9021688970927549,0.04594483070271349,82650,82167
1400000US24031700812,3750,423,4173,0.8986340762041697,3540,573,4113,0.8606856309263311,-0.03794844527783858,80850,91671
1400000US24031700813,4852,1136,5988,0.8102872411489646,5448,461,5909,0.9219834151294636,0.11169617398049903,80000,74091
1400000US24031700815,6643,1803,8446,0.7865261662325361,6629,824,7453,0.8894404937609016,0.10291432752836549,81080,99005
1400000US24031700816,6656,1107,7763,0.8574004895014814,7968,985,8953,0.8899810119513012,0.03258052244981979,73225,83940
1400000US24031700817,4411,369,4780,0.9228033472803348,5686,506,6192,0.9182816537467701,-0.004521693533564686,84018,89970
1400000US24031700818,5149,1056,6205,0.8298146655922644,5611,1126,6737,0.8328632922665875,0.0030486266743231516,68767,65457
1400000US24031700819,5839,1274,7113,0.8208913257415998,6547,541,7088,0.9236738148984198,0.10278248915681998,87159,88125
1400000US24031700820,2370,621,2991,0.7923771313941825,2275,490,2765,0.8227848101265823,0.0304076787323998,69709,73733
1400000US24031700822,1243,426,1669,0.7447573397243858,1488,358,1846,0.8060671722643553,0.06130983253996947,62813,71818
1400000US24031700823,3094,306,3400,0.91,3307,126,3433,0.9632974075152927,0.05329740751529266,107083,120909
1400000US24031700824,2861,162,3023,0.9464108501488587,2731,135,2866,0.9528960223307746,0.00648517218191591,141351,134917
1400000US24031700826,5664,288,5952,0.9516129032258065,5525,30,5555,0.9945994599459946,0.04298655672018814,130410,120550
1400000US24031700828,2374,82,2456,0.9666123778501629,2209,12,2221,0.994597028365601,0.027984650515438192,153833,137396
1400000US24031700829,2816,125,2941,0.9574974498469908,3118,92,3210,0.9713395638629283,0.01384211401593749,121857,125469
1400000US24031700830,1994,546,2540,0.7850393700787401,2769,409,3178,0.8713027061044682,0.08626333602572811,65697,68929
1400000US24031700832,2448,262,2710,0.9033210332103321,2847,475,3322,0.8570138470800722,-0.04630718613025986,62071,71976
1400000US24031700833,3821,770,4591,0.8322805489000218,3403,599,4002,0.8503248375812094,0.01804428868118757,72880,88137
1400000US24031700834,4365,693,5058,0.8629893238434164,4713,564,5277,0.893121091529278,0.030131767685861566,83387,79559
1400000US24031700835,4240,342,4582,0.9253601047577477,4639,181,4820,0.962448132780083,0.03708802802233535,141266,131528
1400000US24031700901,3341,259,3600,0.9280555555555555,4077,404,4481,0.9098415532247266,-0.018214002330828927,76250,81591
1400000US24031700902,2593,955,3548,0.7308342728297632,3588,499,4087,0.877905554196232,0.14707128136646874,81964,74708
1400000US24003740201,5997,760,6757,0.8875240491342312,6993,465,7458,0.9376508447304908,0.050126795596259544,60155,80227
1400000US24003740203,4888,404,5292,0.9236583522297808,6057,271,6328,0.9571744627054362,0.03351611047565539,133659,128184
1400000US24003740303,3711,430,4141,0.8961603477420913,4085,418,4503,0.9071729957805907,0.01101264803849944,82942,98958
1400000US24003740304,3497,135,3632,0.962830396475771,4871,173,5044,0.9657018239492466,0.002871427473475685,88343,95258
1400000US24003740305,9837,541,10378,0.9478704952784737,10568,731,11299,0.9353040092043544,-0.012566486074119254,92091,92478
1400000US24003740400,0,0,0,NaN,0,0,0,NaN,NaN,NA,NA
1400000US24003740500,7978,731,8709,0.9160638420025261,9806,841,10647,0.9210106133183056,0.004946771315779475,108828,110486
1400000US24003740601,4197,26,4223,0.9938432394032678,3154,77,3231,0.9761683689260291,-0.017674870477238702,60980,76343
1400000US24003740602,3084,77,3161,0.975640620056944,2679,123,2802,0.9561027837259101,-0.019537836331033898,55833,64981
1400000US24003740603,581,32,613,0.9477977161500816,1180,33,1213,0.9727947238252267,0.024997007675145122,85227,67863
1400000US24003740701,4916,305,5221,0.9415820723999234,5365,249,5614,0.9556465977912362,0.014064525391312754,89397,92879
1400000US24003740702,8793,476,9269,0.9486460243823498,9317,113,9430,0.988016967126193,0.03937094274384323,107198,108031
1400000US24003740800,3860,163,4023,0.9594829729057917,4364,163,4527,0.963993814888447,0.004510841982655389,104688,104020
1400000US24003740900,6774,465,7239,0.935764608371322,7093,633,7726,0.9180688584002071,-0.017695749971114894,89333,90377
1400000US24003741000,2172,84,2256,0.9627659574468085,2319,89,2408,0.9630398671096345,2.739096628260329e-4,115927,142361
1400000US24003750101,4232,445,4677,0.9048535385931152,3930,338,4268,0.9208059981255857,0.015952459532470487,52019,55492
1400000US24003750102,2138,252,2390,0.8945606694560669,2652,233,2885,0.9192374350086655,0.024676765552598567,55130,54097
1400000US24003750201,2221,549,2770,0.8018050541516245,2591,445,3036,0.8534255599472991,0.051620505795674565,61528,46806
1400000US24003750202,2906,336,3242,0.8963602714373843,3221,173,3394,0.9490276959340012,0.05266742449661688,63859,75135
1400000US24003750203,1238,265,1503,0.8236859614105123,1036,40,1076,0.9628252788104089,0.1391393173998966,58403,67692
1400000US24003750300,2644,160,2804,0.9429386590584878,2761,192,2953,0.9349813748730105,-0.007957284185477365,66097,80000
1400000US24003750400,3928,227,4155,0.945367027677497,3791,148,3939,0.9624270119319625,0.01705998425446542,90089,93558
1400000US24003750801,5391,341,5732,0.9405094207955338,5952,397,6349,0.9374704677902032,-0.0030389530053306357,77341,94904
1400000US24003750803,5962,1341,7303,0.8163768314391346,6794,742,7536,0.9015392781316348,0.08516244669250017,58948,57886
1400000US24003750804,3456,894,4350,0.7944827586206896,3382,194,3576,0.9457494407158836,0.151266682095194,73942,63922
1400000US24003750900,2556,314,2870,0.8905923344947735,2698,243,2941,0.9173750425025502,0.026782708007776712,59815,62768
1400000US24003751000,3380,391,3771,0.896313975072925,3707,467,4174,0.8881169142309535,-0.00819706084197147,59435,68059
1400000US24003751102,3437,253,3690,0.9314363143631437,3659,199,3858,0.9484188698807673,0.01698255551762362,64201,59896
1400000US24003751103,4879,666,5545,0.8798917944093778,4667,416,5083,0.9181585677749361,0.03826677336555828,74500,60477
1400000US24003751200,3788,359,4147,0.9134313961900169,3992,239,4231,0.943512172063342,0.03008077587332514,66964,97284
1400000US24003751400,3731,304,4035,0.9246592317224287,3537,327,3864,0.9153726708074534,-0.009286560914975261,106458,103682
1400000US24003751500,5533,617,6150,0.8996747967479675,6391,533,6924,0.9230213749277874,0.023346578179819888,66806,71451
1400000US24003751600,4698,158,4856,0.9674629324546952,4894,153,5047,0.969684961363186,0.0022220289084908806,73371,81295
1400000US24003751700,2511,155,2666,0.9418604651162791,2740,21,2761,0.9923940601231438,0.05053359500686472,157946,172604
1400000US24003980000,0,0,0,NaN,0,0,0,NaN,NaN,NA,NA
1400000US24003990000,0,0,0,NaN,0,0,0,NaN,NaN,NA,NA
1400000US24005400100,4329,88,4417,0.9800769753226172,4377,109,4486,0.975702184574231,-0.004374790748386204,52188,49833
1400000US24005400200,2287,249,2536,0.901813880126183,2029,249,2278,0.8906935908691835,-0.011120289256999483,67153,76389
1400000US24005400400,4908,404,5312,0.9239457831325302,5282,285,5567,0.9488054607508533,0.024859677618323084,97904,114386
1400000US24005400500,2373,39,2412,0.9838308457711443,2516,9,2525,0.9964356435643564,0.012604797793212108,120333,157708
1400000US24005400600,2731,146,2877,0.9492526937782412,2756,153,2909,0.9474046063939499,-0.0018480873842913192,63787,85583
1400000US24005400701,2468,360,2828,0.8727015558698727,2667,238,2905,0.9180722891566265,0.045370733286753784,58328,69661
1400000US24005400702,1564,50,1614,0.9690210656753407,1767,168,1935,0.9131782945736434,-0.05584277110169733,81250,90938
1400000US24005400800,2567,224,2791,0.9197420279469725,2314,218,2532,0.9139020537124802,-0.005839974234492229,62860,88864
1400000US24005400900,1827,316,2143,0.8525431637890807,1846,198,2044,0.9031311154598826,0.05058795167080188,50110,65481
1400000US24005401000,2263,157,2420,0.9351239669421487,2125,33,2158,0.9847080630213161,0.04958409607916736,62230,98636
1400000US24005401101,5983,755,6738,0.887948946274859,5275,639,5914,0.8919513019952655,0.004002355720406525,57791,65522
1400000US24005401102,985,167,1152,0.8550347222222222,966,39,1005,0.9611940298507463,0.1061593076285241,43362,53469
1400000US24005401200,3032,559,3591,0.8443330548593706,2711,167,2878,0.9419735927727588,0.09764053791338823,64271,70156
1400000US24005401301,3378,204,3582,0.9430485762144054,3386,240,3626,0.9338113623827909,-0.009237213831614466,60000,62963
1400000US24005401302,2201,233,2434,0.9042728019720625,2525,203,2728,0.9255865102639296,0.021313708291867073,43986,46731
1400000US24005401400,1753,24,1777,0.9864940911648846,1591,127,1718,0.9260768335273574,-0.060417257637527255,104276,114875
1400000US24005401503,6401,142,6543,0.9782974170869632,6373,96,6469,0.9851599938166641,0.00686257672970092,84669,96039
1400000US24005401504,5402,728,6130,0.8812398042414356,5840,599,6439,0.9069731324739867,0.025733328232551145,80927,88697
1400000US24005401505,3637,304,3941,0.9228622177112408,4239,105,4344,0.975828729281768,0.05296651157052723,71982,73375
1400000US24005401506,4885,398,5283,0.9246640166572023,4791,416,5207,0.9201075475321683,-0.004556469125034046,70227,75604
1400000US24005401507,4625,771,5396,0.8571163825055597,5213,907,6120,0.851797385620915,-0.005318996884644656,55666,54545
1400000US24005402201,2976,562,3538,0.8411531938948559,3327,254,3581,0.9290700921530298,0.08791689825817395,102685,84135
1400000US24005402202,1488,69,1557,0.9556840077071291,1398,122,1520,0.9197368421052632,-0.03594716560186595,112813,128281
1400000US24005402302,4435,512,4947,0.896502931069335,5126,399,5525,0.9277828054298642,0.03127987436052926,70588,85714
1400000US24005402303,5813,907,6720,0.8650297619047619,6070,562,6632,0.9152593486127865,0.050229586708024576,64433,69772
1400000US24005402304,3058,634,3692,0.8282773564463706,3509,139,3648,0.9618969298245614,0.13361957337819086,57317,70202
1400000US24005402305,1956,258,2214,0.8834688346883469,1841,290,2131,0.8639136555607696,-0.019555179127577316,43342,57888
1400000US24005402306,3327,512,3839,0.8666319353998437,3488,465,3953,0.8823678219074121,0.01573588650756841,54063,48431
1400000US24005402307,4853,956,5809,0.8354277844723704,6035,182,6217,0.9707254302718353,0.1352976457994649,52808,63743
1400000US24005402403,2277,266,2543,0.895399134880063,1895,80,1975,0.959493670886076,0.064094536006013,47266,65461
1400000US24005402404,4533,761,5294,0.8562523611635814,4949,345,5294,0.9348318851530034,0.07857952398942203,37813,51552
1400000US24005402405,2692,290,2982,0.9027498323272971,3225,292,3517,0.9169746943417686,0.014224862014471484,50583,60335
1400000US24005402406,5692,895,6587,0.8641263093972977,5540,552,6092,0.9093893630991464,0.04526305370184869,54344,65434
1400000US24005402407,1295,336,1631,0.7939914163090128,1401,68,1469,0.953710006807352,0.15971859049833914,70676,51964
1400000US24005402503,3910,453,4363,0.8961723584689434,4671,278,4949,0.943827035764801,0.047654677295857595,40750,47679
1400000US24005402504,4412,153,4565,0.9664841182913472,4051,98,4149,0.9763798505664015,0.009895732275054359,93205,97351
1400000US24005402505,2712,211,2923,0.9278138898392063,3700,164,3864,0.9575569358178054,0.029743045978599114,48588,62574
1400000US24005402506,3748,418,4166,0.899663946231397,4303,218,4521,0.9517805795178058,0.05211663328640881,70341,83107
1400000US24005402509,8050,720,8770,0.9179019384264538,9177,425,9602,0.9557383878358675,0.037836449409413664,85380,87650
1400000US24005402602,1800,231,2031,0.8862629246676514,1996,173,2169,0.9202397418165053,0.03397681714885381,74000,72750
1400000US24005402603,6194,406,6600,0.9384848484848485,6115,334,6449,0.9482090246549852,0.009724176170136767,86756,107398
1400000US24005402604,5403,327,5730,0.9429319371727749,5905,252,6157,0.959070976124736,0.016139038951961115,80342,82167
1400000US24005403100,2128,250,2378,0.894869638351556,2117,165,2282,0.9276950043821209,0.03282536603056496,59148,69301
1400000US24005403201,2408,302,2710,0.888560885608856,3125,242,3367,0.9281259281259281,0.03956504251707205,65152,72426
1400000US24005403202,1878,229,2107,0.8913146654010441,1951,216,2167,0.9003230272265805,0.009008361825536437,66971,67697
1400000US24005403300,2058,143,2201,0.935029532030895,2321,183,2504,0.9269169329073482,-0.008112599123546782,70029,74013
1400000US24005403401,2993,210,3203,0.9344364658133,3310,59,3369,0.9824873849807064,0.04805091916740645,53173,65403
1400000US24005403402,3479,973,4452,0.7814465408805031,5160,295,5455,0.9459211732355637,0.16447463235506055,36490,48445
1400000US24005403500,4859,182,5041,0.9638960523705614,4964,151,5115,0.9704789833822092,0.006582931011647752,78345,97375
1400000US24005403601,4482,327,4809,0.9320024953212727,4565,219,4784,0.9542224080267558,0.02221991270548318,83089,83622
1400000US24005403602,5047,407,5454,0.9253758709204254,5870,94,5964,0.9842387659289068,0.05886289500848141,81183,89477
1400000US24005403701,6258,273,6531,0.9581993569131833,6922,466,7388,0.9369247428262046,-0.021274614086978616,83434,77417
1400000US24005403702,4164,257,4421,0.9418683555756616,4439,660,5099,0.8705628554618553,-0.07130550011380632,78561,77446
1400000US24005403801,1684,40,1724,0.9767981438515081,1619,40,1659,0.9758890898131405,-9.090540383676071e-4,156709,198158
1400000US24005403802,2801,52,2853,0.9817735716789344,2721,104,2825,0.9631858407079646,-0.018587730970969774,182188,158908
1400000US24005403803,3216,69,3285,0.9789954337899544,3249,20,3269,0.9938819210767819,0.01488648728682751,117682,103846
1400000US24005404101,4514,187,4701,0.9602212295256328,5548,172,5720,0.9699300699300699,0.009708840404437091,95308,90271
1400000US24005404102,5319,509,5828,0.9126630061770762,5161,685,5846,0.882825863838522,-0.029837142338554168,66542,65676
1400000US24005404201,5126,1168,6294,0.8144264378773435,5691,533,6224,0.9143637532133676,0.09993731533602412,65439,76985
1400000US24005404202,6732,1196,7928,0.8491422805247225,7634,1606,9240,0.8261904761904761,-0.022951804334246373,54197,54093
1400000US24005404402,6156,229,6385,0.9641346906812842,6015,318,6333,0.949786830885836,-0.01434785979544817,114875,114583
1400000US24005404403,4376,653,5029,0.870153111950686,4289,628,4917,0.8722798454342079,0.002126733483521881,55479,48194
1400000US24005404404,4012,840,4852,0.8268755152514426,4424,240,4664,0.9485420240137221,0.12166650876227947,62679,81613
1400000US24005404501,6206,1045,7251,0.8558819473176114,6347,658,7005,0.9060670949321913,0.05018514761457993,62391,72741
1400000US24005404502,3472,296,3768,0.921443736730361,3202,757,3959,0.8087900985097247,-0.11265363822063623,53523,51452
1400000US24005404600,2153,233,2386,0.902347024308466,2681,171,2852,0.9400420757363254,0.03769505142785934,74948,101197
1400000US24005404800,1856,100,1956,0.9488752556237219,1861,44,1905,0.9769028871391076,0.028027631515385676,108750,120938
1400000US24005404900,4859,82,4941,0.983404169196519,4125,115,4240,0.972877358490566,-0.01052681070595296,113241,134777
1400000US24005405000,4082,288,4370,0.934096109839817,4610,94,4704,0.9800170068027211,0.045920896962904134,84031,101964
1400000US24005406000,5414,135,5549,0.9756712921247072,5631,381,6012,0.9366267465069861,-0.03904454561772108,111989,105972
1400000US24005407001,3191,97,3288,0.9704987834549879,2931,77,3008,0.9744015957446809,0.003902812289693025,92344,97153
1400000US24005407002,5770,277,6047,0.9541921614023483,5717,129,5846,0.977933629832364,0.023741468430015678,91636,102009
1400000US24005408100,6017,151,6168,0.9755188067444877,5177,320,5497,0.9417864289612516,-0.03373237778323601,97772,108448
1400000US24005408200,1908,98,2006,0.9511465603190429,1844,45,1889,0.9761778718898888,0.025031311570845927,138958,150750
1400000US24005408302,2927,30,2957,0.9898545823469733,2980,6,2986,0.9979906229068989,0.008136040559925561,106822,126667
1400000US24005408303,3675,0,3675,1,3239,122,3361,0.9637012793811366,-0.03629872061886341,149087,167069
1400000US24005408304,4562,98,4660,0.9789699570815451,5089,101,5190,0.9805394990366089,0.001569541955063758,81134,89417
1400000US24005408400,603,34,637,0.9466248037676609,678,19,697,0.9727403156384505,0.026115511870789643,79643,63971
1400000US24005408502,5062,301,5363,0.9438746969979489,4404,195,4599,0.9575994781474233,0.013724781149474397,90403,91335
1400000US24005408503,2808,467,3275,0.8574045801526717,3149,397,3546,0.8880428652002256,0.030638285047553837,54729,59853
1400000US24005408505,3754,112,3866,0.9710294878427315,3780,106,3886,0.9727225939269172,0.0016931060841857137,89938,84269
1400000US24005408506,3714,725,4439,0.836674926785312,3839,692,4531,0.8472743323769587,0.010599405591646738,48933,46997
