GEOID,insured12,uninsured12,total12,pct_ins12,insured17,uninsured17,total17,pct_ins17,pct_ins_chg,MHHI12,MHHI17
1400000US24003730504,6828,540,7368,0.9267100977198697,6841,577,7418,0.9222162307899704,-0.004493866929899282,77992,89274
1400000US24003730505,3619,825,4444,0.8143564356435643,4256,401,4657,0.9138930642044234,0.0995366285608591,50483,50784
1400000US24003730506,3584,669,4253,0.842699271102751,3096,320,3416,0.9063231850117096,0.06362391390895861,38807,44831
1400000US24003730601,6778,213,6991,0.9695322557574024,6904,89,6993,0.9872729872729873,0.017740731515584862,142314,174271
1400000US24003730603,3592,141,3733,0.9622287704259309,2961,72,3033,0.9762611275964391,0.014032357170508214,113512,121016
1400000US24003730604,6310,55,6365,0.9913589945011784,7077,89,7166,0.9875802400223277,-0.0037787544788506766,130865,146295
1400000US24003730700,6433,328,6761,0.9514864664990386,7207,243,7450,0.9673825503355705,0.01589608383653196,114007,118433
1400000US24003730800,2262,194,2456,0.9210097719869706,2371,92,2463,0.9626471782379212,0.04163740625095058,143438,171106
1400000US24003730901,2326,129,2455,0.9474541751527495,2467,16,2483,0.9935561820378574,0.046102006885107905,112426,140048
1400000US24003730902,3474,163,3637,0.9551828430024746,4004,86,4090,0.9789731051344743,0.02379026213199975,133333,166591
1400000US24003731002,2979,225,3204,0.9297752808988764,3303,268,3571,0.9249509941192943,-0.004824286779582132,111307,105161
1400000US24003731003,3929,423,4352,0.9028033088235294,4085,62,4147,0.9850494333252954,0.08224612450176594,104896,91750
1400000US24003731004,3978,217,4195,0.9482717520858165,4204,145,4349,0.9666590020694412,0.01838724998362473,90679,104559
1400000US24003731102,6855,226,7081,0.9680836040107329,7334,272,7606,0.9642387588745727,-0.0038448451361602354,93182,121250
1400000US24003731103,4497,394,4891,0.9194438765078716,5023,233,5256,0.9556697108066972,0.03622583429882553,101679,114730
1400000US24003731104,4598,199,4797,0.9585157390035439,4024,275,4299,0.9360316352640149,-0.022484103739529027,112784,105982
1400000US24003731105,3104,216,3320,0.9349397590361446,3382,130,3512,0.9629840546697038,0.028044295633559257,94917,97250
1400000US24003731201,5949,300,6249,0.9519923187710033,6281,126,6407,0.9803340096769159,0.028341690905912542,115671,130370
1400000US24003731202,6543,215,6758,0.9681858538029002,7468,377,7845,0.9519439133205864,-0.016241940482313866,95029,101842
1400000US24003731203,6930,359,7289,0.9507477020167375,6920,159,7079,0.9775392004520412,0.026791498435303707,99275,125035
1400000US24003731204,5539,269,5808,0.9536845730027548,5863,372,6235,0.940336808340016,-0.013347764662738792,83274,82589
1400000US24003731303,6674,174,6848,0.9745911214953271,6539,253,6792,0.9627502944640753,-0.011840827031251777,107517,101771
1400000US24003731306,6343,414,6757,0.9387302057125944,5658,233,5891,0.9604481412323884,0.021717935519794063,104643,88000
1400000US24003731307,5646,527,6173,0.9146282196662887,6099,383,6482,0.9409132983647023,0.026285078698413566,82629,90028
1400000US24003731308,3164,204,3368,0.9394299287410927,3730,153,3883,0.9605974761782127,0.021167547437120016,73817,89375
1400000US24003731309,5067,459,5526,0.9169381107491856,5606,230,5836,0.9605894448252228,0.04365133407603716,85556,78245
1400000US24003731310,4794,438,5232,0.9162844036697247,5213,353,5566,0.9365792310456342,0.020294827375909485,98021,96792
1400000US24003731311,7292,1202,8494,0.8584883447139157,7663,304,7967,0.961842600728003,0.10335425601408732,95459,105769
1400000US24003740102,5876,488,6364,0.923318667504714,9630,542,10172,0.9467164766024381,0.023397809097724043,91950,105059
1400000US24003740103,7877,592,8469,0.9300980044869525,8201,315,8516,0.9630108031939878,0.03291279870703534,101795,113544
1400000US24003740104,6434,863,7297,0.8817322187200219,8093,321,8414,0.9618492987877347,0.08011708006771279,89782,97688
1400000US24003740105,3256,279,3535,0.921074964639321,3288,436,3724,0.882921589688507,-0.038153374950814056,58318,62685
1400000US24017851100,2616,153,2769,0.9447453954496208,2724,147,2871,0.9487983281086729,0.004052932659052155,101994,79167
1400000US24017851200,3838,400,4238,0.9056158565361019,4771,214,4985,0.9570712136409227,0.051455357104820854,67500,81563
1400000US24017851301,3978,363,4341,0.9163787145818936,4466,266,4732,0.9437869822485208,0.027408267666627184,124222,122314
1400000US24017851302,3465,353,3818,0.9075432163436354,4088,97,4185,0.9768219832735962,0.06927876692996071,106447,114241
1400000US24017851400,7975,720,8695,0.917193789534215,8350,396,8746,0.9547221587011205,0.037528369166905495,123955,124411
1400000US24017851500,7828,156,7984,0.9804609218436874,8494,375,8869,0.9577178937873492,-0.02274302805633821,84423,91489
1400000US24017990000,0,0,0,NaN,0,0,0,NaN,NaN,NA,NA
1400000US24019970100,2671,231,2902,0.9203997243280496,2459,270,2729,0.9010626603151337,-0.019337064012915905,50461,57266
1400000US24019970200,4510,434,4944,0.9122168284789643,5341,295,5636,0.9476579134137686,0.035441084934804246,52639,58651
1400000US24019970300,4425,545,4970,0.8903420523138833,3966,341,4307,0.9208265614116554,0.030484509097772117,66000,63631
1400000US24019970400,2790,272,3062,0.9111691704768126,3201,217,3418,0.9365125804564073,0.025343409979594722,42740,50145
1400000US24019970500,3144,661,3805,0.8262812089356111,3661,148,3809,0.9611446573903912,0.13486344845478015,22589,24449
1400000US24019970600,4173,606,4779,0.8731952291274325,4288,316,4604,0.9313640312771503,0.05816880214971776,42469,43468
1400000US24019970702,3650,365,4015,0.9090909090909091,3758,37,3795,0.9902503293807642,0.08115942028985512,58904,62255
1400000US24019970804,1579,219,1798,0.8781979977753059,2033,87,2120,0.9589622641509434,0.0807642663756375,61838,61971
1400000US24019970900,1547,236,1783,0.8676388109927089,1472,81,1553,0.9478428847392144,0.08020407374650551,44464,55492
1400000US24019990000,0,0,0,NaN,0,0,0,NaN,NaN,NA,NA
1400000US24021740200,4445,186,4631,0.9598358885769812,4416,235,4651,0.9494732315631047,-0.010362657013876508,78691,85313
1400000US24021750100,1099,268,1367,0.8039502560351134,1363,112,1475,0.9240677966101695,0.12011754057505608,51250,63155
1400000US24021750200,1280,170,1450,0.8827586206896552,1505,269,1774,0.8483652762119503,-0.03439334447770481,66063,78380
1400000US24021750300,1374,182,1556,0.8830334190231363,1415,221,1636,0.8649144254278729,-0.018118993595263366,41337,47120
1400000US24021750503,5089,1305,6394,0.7959024085079762,6608,914,7522,0.8784897633608083,0.08258735485283208,62741,52903
1400000US24021750504,4597,799,5396,0.8519273535952557,4653,583,5236,0.8886554621848739,0.03672810858961817,64247,55096
1400000US24021750505,4590,1483,6073,0.7558043800428125,6627,887,7514,0.8819536864519564,0.1261493064091439,53622,60172
1400000US24021750506,3468,474,3942,0.8797564687975646,4050,406,4456,0.9088868940754039,0.029130425277839267,105568,94250
1400000US24021750600,2577,126,2703,0.9533851276359601,2524,55,2579,0.9786739046141916,0.02528877697823151,79589,90078
1400000US24021750701,5064,262,5326,0.9508073601201652,5150,353,5503,0.9358531709976377,-0.01495418912252755,91958,92500
1400000US24021750702,2726,365,3091,0.8819152377871239,3376,508,3884,0.8692070030895983,-0.012708234697525578,51683,50767
1400000US24021750801,2649,222,2871,0.922675026123302,2769,157,2926,0.9463431305536568,0.02366810443035483,48911,49329
1400000US24021750802,3782,127,3909,0.9675108723458685,4723,108,4831,0.9776443800455392,0.010133507699670696,95625,98571
1400000US24021750803,5537,871,6408,0.8640761548064919,5695,417,6112,0.931773560209424,0.06769740540293212,86544,91596
1400000US24021751001,828,288,1116,0.7419354838709677,956,49,1005,0.9512437810945273,0.2093082972235596,114102,95568
1400000US24021751002,4456,255,4711,0.9458713648906814,5168,224,5392,0.9584569732937686,0.0125856084030872,76224,72231
1400000US24021751003,4600,581,5181,0.8878594865856012,5096,654,5750,0.8862608695652174,-0.0015986170203837746,59398,64048
1400000US24021751004,3841,297,4138,0.9282261962300629,3675,312,3987,0.92174567343867575,-0.006480522791387111,95708,97524
1400000US24021751201,4421,78,4499,0.9826628139586575,4533,79,4612,0.9828707718993929,2.0795794073535934e-4,102013,110521
1400000US24021751202,5700,170,5870,0.9710391822827938,6099,210,6309,0.9667142177841179,-0.004324964498675921,83860,95263
1400000US24021751203,1548,144,1692,0.9148936170212766,1828,77,1905,0.9595800524934384,0.04468643547216178,63295,89886
1400000US24021751301,2584,197,2781,0.9291621718806184,3388,120,3508,0.9657924743443558,0.03663030246373733,91304,94659
1400000US24021751302,2540,225,2765,0.918625678119349,3246,251,3497,0.9282241921647126,0.009598514045363604,77422,87026
1400000US24021751600,2750,203,2953,0.93125634947511,2808,160,2968,0.9460916442048517,0.014835294729741655,88241,90900
1400000US24021751701,2379,42,2421,0.9826517967781908,2308,75,2383,0.9685270667226186,-0.014124730055572243,104091,100333
1400000US24021751702,3643,115,3758,0.9693986162852581,3720,249,3969,0.9372637944066515,-0.03213482187860661,111125,87292
1400000US24021751801,3961,188,4149,0.9546878765967703,4701,87,4788,0.981829573934837,0.027141697338066706,110463,120903
1400000US24021751802,3656,300,3956,0.9241658240647118,3396,150,3546,0.9576988155668359,0.033532991502124077,108272,121033
1400000US24021751901,3994,222,4216,0.9473434535104365,4479,147,4626,0.9682230869001297,0.02087963338969323,109275,109750
1400000US24021751902,5618,158,5776,0.9726454293628809,5998,106,6104,0.9826343381389253,0.009988908776044414,97957,98354
1400000US24021751903,6077,352,6429,0.945248094571473,5752,157,5909,0.9734303604670841,0.028182265895611125,124286,130625
1400000US24021751904,2918,119,3037,0.9608165953243333,3283,61,3344,0.9817583732057417,0.020941777881408385,112250,113594
1400000US24021752001,4653,91,4744,0.9808178752107926,4961,111,5072,0.9781151419558359,-0.002702733254956624,101857,116080
1400000US24021752101,3360,83,3443,0.9758931164681963,3143,45,3188,0.9858845671267252,0.009991450658528911,140089,138526
1400000US24021752102,4232,353,4585,0.923009814612868,4074,159,4233,0.96243798724309,0.039428172630222025,106992,102061
1400000US24021752201,2230,155,2385,0.9350104821802935,2096,84,2180,0.9614678899082569,0.026457407727963456,90000,123750
1400000US24021752202,3510,109,3619,0.9698811826471401,4003,115,4118,0.9720738222438077,0.0021926395966676004,107721,144779
1400000US24021752204,5384,379,5763,0.9342356411591185,7401,233,7634,0.9694786481529998,0.035243006993881276,131641,142773
1400000US24021752301,4082,223,4305,0.9481997677119628,4341,247,4588,0.9461639058413251,-0.0020358618706376452,84756,89224
1400000US24021752302,3610,347,3957,0.9123073035127622,3873,193,4066,0.9525332021642893,0.04022589865152704,87885,115000
1400000US24021752303,2492,123,2615,0.9529636711281071,3401,137,3538,0.9612775579423403,0.008313886814233173,100114,113967
1400000US24021752501,4664,119,4783,0.9751202174367551,4873,97,4970,0.9804828973843058,0.005362679947550686,91724,105583
1400000US24021752502,2509,66,2575,0.9743689320388349,2439,125,2564,0.9512480499219969,-0.02312088211683805,102841,97070
1400000US24021752601,3687,133,3820,0.9651832460732984,4155,69,4224,0.9836647727272727,0.01848152665397429,114865,126307
1400000US24021752602,2622,116,2738,0.9576333089846604,2616,134,2750,0.9512727272727273,-0.0063605817119331,90972,102619
1400000US24021752603,3883,159,4042,0.9606630380999506,3713,79,3792,0.9791666666666666,0.018503628566716057,107476,120478
1400000US24021752801,2106,63,2169,0.970954356846473,1971,68,2039,0.9666503187837175,-0.0043040380627554775,80417,84076
1400000US24021752802,3259,280,3539,0.9208816049731563,3532,157,3689,0.957441040932502,0.03655943595934574,95857,90234
1400000US24021752900,2811,195,3006,0.935129740518962,2940,153,3093,0.950533462657614,0.015403722138651932,71932,65745
1400000US24021753001,4481,372,4853,0.9233463836801978,4441,411,4852,0.9152926628194559,-0.008053720860741964,78324,78021
1400000US24021753002,2538,195,2733,0.9286498353457738,2843,88,2931,0.9699761173660867,0.041326282020312854,66797,64420
1400000US24021765100,3407,520,3927,0.8675833969951617,3289,292,3581,0.9184585311365541,0.05087513414139233,50650,63237
1400000US24021766800,5037,282,5319,0.9469825155104343,5624,243,5867,0.9585818987557525,0.011599383245318173,54601,69787
1400000US24021767500,2591,330,2921,0.8870249914412872,2626,248,2874,0.9137091162143354,0.026684124773048157,71645,74225
1400000US24021767600,3258,318,3576,0.9110738255033557,2841,192,3033,0.9366963402571711,0.025622514753815384,83618,85380
1400000US24021770700,3074,318,3392,0.90625,3425,140,3565,0.9607293127629734,0.05447931276297335,85809,115977
1400000US24021772200,1796,241,2037,0.8816887579774177,1164,158,1322,0.8804841149773072,-0.0012046430001105835,51591,54844
1400000US24021773500,3984,576,4560,0.8736842105263158,4107,315,4422,0.9287652645861602,0.055081054059844314,85101,75167
1400000US24021775302,3808,462,4270,0.8918032786885246,4074,156,4230,0.9631205673758865,0.07131728868736187,94525,96750
1400000US24021775400,3239,390,3629,0.8925323780655828,3668,61,3729,0.9836417270045589,0.09110934893897604,57530,64516
1400000US24021775600,3466,175,3641,0.9519362812414172,3803,118,3921,0.969905636317266,0.017969355075848847,111250,125263
1400000US24023000100,3271,465,3736,0.8755353319057816,3595,315,3910,0.9194373401534527,0.0439020082476711,44364,48583
1400000US24023000200,3253,793,4046,0.8040039545229857,3655,365,4020,0.9092039800995025,0.10520002557651686,49974,49177
1400000US24023000300,2386,362,2748,0.8682678311499272,2465,87,2552,0.9659090909090909,0.09764125975916371,46941,54250
1400000US24023000400,2669,401,3070,0.8693811074918567,2714,268,2982,0.9101274312541918,0.04074632376233511,45893,47794
1400000US24023000500,3399,502,3901,0.8713150474237376,3728,290,4018,0.9278247884519661,0.05650974102822859,55741,52019
1400000US24023000600,5424,737,6161,0.8803765622463886,5449,489,5938,0.9176490400808353,0.03727247783444665,42069,47500
1400000US24023000700,4774,1091,5865,0.8139812446717818,5246,371,5617,0.9339505073882856,0.11996926271650377,36654,45250
1400000US24025301102,3344,299,3643,0.9179247872632446,3583,98,3681,0.9733767997826678,0.05545201251942322,104861,127303
1400000US24025301105,4103,147,4250,0.9654117647058823,3665,91,3756,0.9757720979765708,0.010360333270688526,88832,93114
1400000US24025301106,3931,239,4170,0.9426858513189449,4006,52,4058,0.9871858058156727,0.044499954496727834,100183,104392
1400000US24025301107,2868,143,3011,0.952507472600465,2994,202,3196,0.9367959949937422,-0.015711477606722757,66406,56865
1400000US24025301108,3250,130,3380,0.9615384615384616,3116,177,3293,0.9462496204069237,-0.015288841131537834,117096,135778
1400000US24025301201,1993,136,2129,0.9361202442461249,1883,102,1985,0.9486146095717884,0.012494365325663503,68464,70536
1400000US24025301202,6501,575,7076,0.9187394007914076,6772,358,7130,0.9497896213183731,0.03105022052696549,93077,84752
1400000US24025301204,4062,121,4183,0.9710733923021755,3934,66,4000,0.9835,0.012426607697824554,82048,90000
1400000US24025301205,3688,119,3807,0.9687417914368269,3884,334,4218,0.9208155523944997,-0.04792623904232718,80568,78819
1400000US24025301301,4663,380,5043,0.9246480269680746,4377,194,4571,0.9575585211113542,0.03291049414327962,68333,67313
1400000US24025301302,6371,780,7151,0.8909243462452804,6235,239,6474,0.9630831016373185,0.07215875539203809,49818,49300
1400000US24025301401,7203,357,7560,0.9527777777777777,7062,263,7325,0.9640955631399317,0.011317785362153998,69705,71962
1400000US24025301402,2039,165,2204,0.9251361161524501,2583,110,2693,0.9591533605644262,0.03401724441197618,80000,78935
1400000US24025301601,5674,576,6250,0.90784,6357,529,6886,0.9231774615161197,0.0153374615161197,45729,43758
1400000US24025301602,6733,1097,7830,0.8598978288633461,7601,599,8200,0.9269512195121952,0.06705339064884908,64797,75224
1400000US24025301702,7396,561,7957,0.9294960412215659,8326,493,8819,0.9440979702914163,0.014601929069850361,77168,82857
1400000US24025301703,4470,320,4790,0.9331941544885177,4678,175,4853,0.9639398310323511,0.030745676543833422,94338,105456
1400000US24025301704,3449,175,3624,0.951710816777042,3076,90,3166,0.9715729627289956,0.01986214595195368,74036,80647
1400000US24025302100,2155,129,2284,0.9435201401050788,2141,32,2173,0.9852738150023009,0.04175367489722215,81042,102279
1400000US24025302200,2174,266,2440,0.8909836065573771,3006,63,3069,0.9794721407624634,0.08848853420508629,73510,91750
1400000US24025302400,2220,298,2518,0.8816521048451151,3640,238,3878,0.9386281588447654,0.05697605399965022,62792,55962
1400000US24025302801,3654,217,3871,0.9439421338155516,3410,123,3533,0.9651853948485706,0.02124326103301899,71906,61081
1400000US24025302802,3956,742,4698,0.8420604512558536,4677,638,5315,0.8799623706491063,0.037901919393252714,52336,57463
1400000US24025302901,2179,533,2712,0.8034660766961652,2501,141,2642,0.9466313398940197,0.1431652631978545,28654,30114
1400000US24025302902,4174,468,4642,0.8991813873330461,3828,168,3996,0.9579579579579579,0.05877657062491182,54495,50652
1400000US24025303101,5874,398,6272,0.9365433673469388,5713,158,5871,0.9730880599557146,0.0365446926087758,96197,99461
1400000US24025303102,2991,57,3048,0.9812992125984252,2745,48,2793,0.9828141783029001,0.0015149657044748466,119706,124063
1400000US24025303201,5452,259,5711,0.9546489231308002,5567,124,5691,0.9782112106835354,0.02356228755273526,100857,113549
1400000US24025303203,3167,103,3270,0.9685015290519877,3374,76,3450,0.9779710144927536,0.009469485440765868,86250,77500
1400000US24025303204,4623,235,4858,0.9516261836146562,4393,62,4455,0.9860830527497194,0.034456869135063184,74674,85811
1400000US24025303205,1624,62,1686,0.963226571767497,1569,63,1632,0.9613970588235294,-0.0018295129439676039,115458,135850
1400000US24025303206,3070,94,3164,0.9702907711757269,3406,58,3464,0.983256351039261,0.012965579863534082,91750,108295
1400000US24025303300,5573,205,5778,0.9645205953617169,6015,199,6214,0.9679755391052463,0.003454943743529393,98241,93654
1400000US24025303400,4218,144,4362,0.9669876203576341,4439,95,4534,0.9790471989413322,0.012059578583698105,103056,112321
1400000US24025303501,5840,157,5997,0.9738202434550609,6225,197,6422,0.9693241980691374,-0.0044960453859235194,85807,86975
1400000US24025303502,3342,209,3551,0.9411433399042524,3442,98,3540,0.9723163841807909,0.031173044276538553,97846,87652
1400000US24025303602,3186,145,3331,0.9564695286700691,3658,263,3921,0.9329252741647539,-0.023544254505315165,96830,118304
1400000US24025303603,6547,367,6914,0.9469192941857102,6995,32,7027,0.9954461363312935,0.04852684214558334,120440,106526
1400000US24025303605,5154,403,5557,0.9274788554975706,5884,296,6180,0.9521035598705502,0.02462470437297959,74356,66932
1400000US24025303606,3373,94,3467,0.9728872223824633,3140,65,3205,0.9797191887675507,0.006831966385087429,129297,144261
1400000US24025303700,3557,156,3713,0.9579854565041745,3645,181,3826,0.9526921066387872,-0.00529334986538732,70718,97941
1400000US24025303801,2270,200,2470,0.9190283400809717,2486,51,2537,0.9798975167520694,0.0608691766710977,66289,76071
1400000US24025303802,1282,120,1402,0.9144079885877318,1553,122,1675,0.9271641791044776,0.012756190516745813,50268,82250
1400000US24025303803,4735,60,4795,0.9874869655891554,4817,113,4930,0.977079107505071,-0.010407858084084398,69451,74923
1400000US24025303900,2140,168,2308,0.9272097053726169,2290,30,2320,0.9870689655172413,0.05985926014462439,67993,77841
1400000US24025304101,4471,71,4542,0.984368119771026,4104,148,4252,0.9651928504233303,-0.019175269347695756,91295,93246
1400000US24025304102,3494,184,3678,0.9499728113104948,3842,127,3969,0.9680020156210632,0.018029204310568425,102380,96116
1400000US24025304201,5956,363,6319,0.9425542016141795,6300,198,6498,0.9695290858725761,0.02697488425839667,107094,122760
1400000US24025304202,6693,458,7151,0.9359530135645364,6715,220,6935,0.9682768565248738,0.03232384296033741,92035,106236
1400000US24025305100,6667,368,7035,0.9476901208244491,7293,252,7545,0.9666003976143142,0.01891027678986501,77288,91447
1400000US24025305200,2378,393,2771,0.8581739444243955,2481,132,2613,0.9494833524684271,0.09130940804403154,66500,74583
1400000US24025305300,1994,161,2155,0.9252900232018562,1970,211,2181,0.9032553874369555,-0.022034635764900612,67438,71406
1400000US24025306100,3434,493,3927,0.8744588744588745,3705,176,3881,0.9546508631795929,0.08019198872071842,41461,58125
1400000US24025306200,1864,323,2187,0.8523090992226795,2019,157,2176,0.9278492647058824,0.07554016548320286,49000,48494
1400000US24025306300,2091,104,2195,0.952619589977221,2526,49,2575,0.9809708737864078,0.028351283809186834,96667,103641
1400000US24025306400,6022,340,6362,0.9465576862621817,5951,111,6062,0.9816892114813592,0.035131525219177506,94649,96840
1400000US24025306500,1598,7,1605,0.9956386292834891,1999,12,2011,0.9940328194927897,-0.001605809790699464,67708,73393
1400000US24027601103,5110,505,5615,0.9100623330365093,6013,413,6426,0.9357298474945533,0.02566751445804405,122958,124447
1400000US24027601104,6070,193,6263,0.9691840970780776,6499,58,6557,0.9911544913832545,0.021970394305176888,166065,185417
1400000US24027601105,3559,209,3768,0.9445329087048833,4610,91,4701,0.9806424165071261,0.03610950780224287,93633,124212
1400000US24027601107,3791,846,4637,0.8175544533103299,4607,599,5206,0.8849404533230888,0.06738600001275885,64844,88462
